단위,열,정보원,n행,결측,0,고유값수,최소,최대,0_무조성,0_무구조,임퓨트된0,결측플래그열_있음
성분,has_michael_acceptor_isna,판정제외,5287,0,3580,2,0.0,1.0,,0,0,0
성분,has_nitro_aromatic_isna,판정제외,5287,0,3580,2,0.0,1.0,,0,0,0
성분,has_peo_chain_isna,판정제외,5287,0,3580,2,0.0,1.0,,0,0,0
성분,has_phenol_isna,판정제외,5287,0,3580,2,0.0,1.0,,0,0,0
성분,has_phosphate_ester_isna,판정제외,5287,0,3580,2,0.0,1.0,,0,0,0
성분,has_quat_ammonium_isna,판정제외,5287,0,3580,2,0.0,1.0,,0,0,0
성분,has_quinone_isna,판정제외,5287,0,3580,2,0.0,1.0,,0,0,0
성분,has_strong_acid_grp_isna,판정제외,5287,0,3580,2,0.0,1.0,,0,0,0
성분,has_sulfate_isna,판정제외,5287,0,3580,2,0.0,1.0,,0,0,0
성분,has_sulfonate_isna,판정제외,5287,0,3580,2,0.0,1.0,,0,0,0
성분,has_sulfonyl_halide_isna,판정제외,5287,0,3580,2,0.0,1.0,,0,0,0
성분,has_thiol_isna,판정제외,5287,0,3580,2,0.0,1.0,,0,0,0
