Formulation_ID,group_key,group_primary_cas,group_primary_name,group_key_src,group_primary_from_same_row,group_primary_ing_idx,group_primary_cas_ing_idx,group_primary_name_ing_idx
MIX621,71751-41-2,71751-41-2,Abamectin (Avermectin B1a/B1b technical mixture) — NOT the requested B2a congener,cas,True,0.0,0.0,0.0
MIX622,138261-41-3,138261-41-3,Imidacloprid,cas,True,1.0,1.0,1.0
MIX623,210880-92-5,210880-92-5,Clothianidin,cas,True,0.0,0.0,0.0
MIX624,116255-48-2,116255-48-2,Bromuconazole (mixture of isomers),cas,True,0.0,0.0,0.0
MIX625,131341-86-1,131341-86-1,Fludioxonil,cas,True,2.0,2.0,2.0
MIX626,82657-04-3,82657-04-3,Bifenthrin,cas,True,1.0,1.0,1.0
MIX627,165252-70-0,165252-70-0,Dinotefuran,cas,True,1.0,1.0,1.0
MIX628,2008-39-1,2008-39-1,"2,4-D, dimethylamine salt (참고 SDS 내 추가 성분, 요청 목록 외)",cas,True,2.0,2.0,2.0
MIX629,82657-04-3,82657-04-3,Bifenthrin,cas,True,1.0,1.0,1.0
MIX63,149979-41-9,149979-41-9,Tepraloxydim,cas,True,1.0,1.0,1.0
MIX630,52315-07-8,52315-07-8,Cypermethrin,cas,True,1.0,1.0,1.0
MIX631,122931-48-0,122931-48-0,Rimsulfuron,cas,True,1.0,1.0,1.0
MIX632,188489-07-8,188489-07-8,Flufenpyr-ethyl,cas,True,1.0,1.0,1.0
MIX633,69770-45-2,69770-45-2,Flumethrin,cas,True,1.0,1.0,1.0
MIX634,69770-45-2,69770-45-2,Flumethrin,cas,True,1.0,1.0,1.0
MIX635,188489-07-2,188489-07-2,Flufenpyr-ethyl (parent compound); this item is its acid/4-OH metabolite (S-3153 Acid-4-OH),cas,True,1.0,1.0,1.0
MIX636,77182-82-2,77182-82-2,Glufosinate-ammonium,cas,True,1.0,1.0,1.0
MIX637,183675-82-3,183675-82-3,Penthiopyrad,cas,True,0.0,0.0,0.0
MIX638,52645-53-1,52645-53-1,Permethrin,cas,True,1.0,1.0,1.0
MIX639,52645-53-1,52645-53-1,Permethrin,cas,True,1.0,1.0,1.0
MIX64,125401-92-5,125401-92-5,Bispyribac-sodium,cas,True,0.0,0.0,0.0
MIX640,107534-96-3,107534-96-3,Other Ingredients,cas,False,2.0,2.0,0.0
MIX641,108-94-1,108-94-1,Cyclohexanone,cas,True,0.0,0.0,0.0
MIX642,3619-17-8,3619-17-8,Isobutyric acid hydrazide,cas,True,1.0,1.0,1.0
MIX643,35554-44-0,35554-44-0,Imazalil,cas,True,1.0,1.0,1.0
MIX644,57837-19-1,57837-19-1,Metalaxyl,cas,True,1.0,1.0,1.0
MIX645,108-62-3,108-62-3,Metaldehyde,cas,True,1.0,1.0,1.0
MIX646,74223-64-6,74223-64-6,Metsulfuron-methyl,cas,True,1.0,1.0,1.0
MIX647,16079-88-2,16079-88-2,"1-Bromo-3-chloro-5,5-dimethylhydantoin",cas,True,3.0,3.0,3.0
MIX648,MIX648,,,fid,False,,,
MIX649,153719-23-4,153719-23-4,Other ingredients (trade secret),cas,False,1.0,1.0,0.0
MIX65,52315-07-8,52315-07-8,Cypermethrin,cas,True,0.0,0.0,0.0
MIX650,90-43-7,90-43-7,2-Phenylphenol (o-phenylphenol),cas,True,0.0,0.0,0.0
MIX651,494793-67-8,494793-67-8,Penflufen,cas,True,2.0,2.0,2.0
MIX652,141112-29-0,141112-29-0,Isoxaflutole,cas,True,2.0,2.0,2.0
MIX653,210880-92-5,210880-92-5,Clothianidin,cas,True,2.0,2.0,2.0
MIX654,87674-68-8,87674-68-8,Dimethenamid,cas,True,3.0,3.0,3.0
MIX655,35554-44-0,35554-44-0,Imazalil,cas,True,2.0,2.0,2.0
MIX656,80844-07-1,80844-07-1,Etofenprox,cas,True,3.0,3.0,3.0
MIX657,7173-51-5,7173-51-5,Didecyl dimethyl ammonium chloride,cas,True,2.0,2.0,2.0
MIX658,5598-13-0,5598-13-0,Chlorpyrifos-methyl,cas,True,2.0,2.0,2.0
MIX659,1071-83-6,1071-83-6,Glyphosate,cas,True,1.0,1.0,1.0
MIX66,865318-97-4,865318-97-4,Ametoctradin,cas,True,1.0,1.0,1.0
MIX660,7631-86-9,7631-86-9,"Silica, amorphous",cas,True,0.0,0.0,0.0
MIX661,111991-09-4,111991-09-4,Nicosulfuron,cas,True,1.0,1.0,1.0
MIX662,34256-82-1,34256-82-1,Acetochlor,cas,True,2.0,2.0,2.0
MIX663,2634-33-5,2634-33-5,"1,2-Benzisothiazolin-3-one",cas,True,2.0,2.0,2.0
MIX664,111-30-8,111-30-8,Glutaraldehyde,cas,True,1.0,1.0,1.0
MIX665,175013-18-0,175013-18-0,Pyraclostrobin,cas,True,1.0,1.0,1.0
MIX666,82657-04-3,82657-04-3,Bifenthrin,cas,True,0.0,0.0,0.0
MIX667,82657-04-3,82657-04-3,Bifenthrin,cas,True,0.0,0.0,0.0
MIX668,82657-04-3,82657-04-3,Bifenthrin,cas,True,0.0,0.0,0.0
MIX669,82657-04-3,82657-04-3,Bifenthrin,cas,True,1.0,1.0,1.0
MIX67,168316-95-8,168316-95-8,Spinosad (Spinosyn A & D),cas,True,0.0,0.0,0.0
MIX670,82657-04-3,82657-04-3,Bifenthrin,cas,True,0.0,0.0,0.0
MIX671,51-03-6,51-03-6,Piperonyl butoxide,cas,True,1.0,1.0,1.0
MIX672,111988-49-9,111988-49-9,Thiacloprid,cas,True,1.0,1.0,1.0
MIX673,1897-45-6,1897-45-6,Chlorothalonil,cas,True,1.0,1.0,1.0
MIX674,1897-45-6,1897-45-6,Chlorothalonil (Tetrachloroisophthalonitrile),cas,True,1.0,1.0,1.0
MIX675,240494-70-6,240494-70-6,Metofluthrin,cas,True,1.0,1.0,1.0
MIX676,1897-45-6,1897-45-6,Chlorothalonil,cas,True,0.0,0.0,0.0
MIX677,1897-45-6,1897-45-6,Chlorothalonil,cas,True,0.0,0.0,0.0
MIX678,90982-32-4,90982-32-4,Chlorimuron-ethyl,cas,True,2.0,2.0,2.0
MIX679,1071-83-6,1071-83-6,Glyphosate,cas,True,1.0,1.0,1.0
MIX68,210631-68-8,210631-68-8,Topramezone technical,cas,True,0.0,0.0,0.0
MIX680,1897-45-6,1897-45-6,Chlorothalonil,cas,True,1.0,1.0,1.0
MIX681,Cypermethrin,,Cypermethrin,name,False,0.0,,0.0
MIX682,1897-45-6,1897-45-6,Chlorothalonil (Tetrachloroisophthalonitrile),cas,True,1.0,1.0,1.0
MIX683,1897-45-6,1897-45-6,Tetrachloroisophthalonitrile (Chlorothalonil),cas,True,1.0,1.0,1.0
MIX684,2008-39-1,2008-39-1,"2,4-D-dimethylammonium",cas,True,1.0,1.0,1.0
MIX685,2008-39-1,2008-39-1,"2,4-D-dimethylammonium",cas,True,1.0,1.0,1.0
MIX686,97-64-3,97-64-3,Ethyl lactate,cas,True,0.0,0.0,0.0
MIX687,1897-45-6,1897-45-6,Chlorothalonil,cas,True,1.0,1.0,1.0
MIX688,2008-39-1,2008-39-1,"2,4-D-dimethylammonium",cas,True,1.0,1.0,1.0
MIX689,26225-79-6,26225-79-6,Ethofumesate,cas,True,1.0,1.0,1.0
MIX69,188425-85-6,188425-85-6,Boscalid,cas,True,0.0,0.0,0.0
MIX690,120068-37-3,120068-37-3,Fipronil,cas,True,1.0,1.0,1.0
MIX691,134098-61-6,134098-61-6,Other ingredients (trade secret),cas,False,1.0,1.0,0.0
MIX692,1071-83-6,1071-83-6,Glyphosate,cas,True,1.0,1.0,1.0
MIX693,168316-95-8,168316-95-8,Spinosad (Spinosyn A & D),cas,True,0.0,0.0,0.0
MIX694,38641-94-0,38641-94-0,Isopropylamine salt of Glyphosate,cas,True,0.0,0.0,0.0
MIX695,1071-83-6,1071-83-6,Glyphosate,cas,True,0.0,0.0,0.0
MIX696,168316-95-8,168316-95-8,Spinosad (Spinosyn A & D),cas,True,0.0,0.0,0.0
MIX697,7722-84-1,7722-84-1,Hydrogen peroxide,cas,True,1.0,1.0,1.0
MIX698,210880-92-5,210880-92-5,Clothianidin,cas,True,1.0,1.0,1.0
MIX699,51707-55-2,51707-55-2,Thidiazuron,cas,True,1.0,1.0,1.0
MIX7,8018-01-7,8018-01-7,Mancozeb,cas,True,2.0,2.0,2.0
MIX70,907204-31-3,907204-31-3,Fluxapyroxad,cas,True,2.0,2.0,2.0
MIX700,1928-43-4,1928-43-4,"2,4-D-2-ethylhexyl",cas,True,3.0,3.0,3.0
MIX701,123-33-1,123-33-1,Maleic hydrazide,cas,True,1.0,1.0,1.0
MIX702,1928-43-4,1928-43-4,"2,4-D-2-ethylhexyl",cas,True,2.0,2.0,2.0
MIX703,240494-70-6,240494-70-6,Metofluthrin,cas,True,1.0,1.0,1.0
MIX704,125401-92-5,125401-92-5,Bispyribac-sodium,cas,True,1.0,1.0,1.0
MIX705,858956-08-8,858956-08-8,Aminocyclopyrachlor,cas,True,1.0,1.0,1.0
MIX706,165252-70-0,165252-70-0,"Dinotefuran, N-methyl-N'-nitro-N''-[(tetrahydro-3-furanyl)methyl]guanidine",cas,True,1.0,1.0,1.0
MIX707,1982-69-0,1982-69-0,Dicamba-sodium,cas,True,1.0,1.0,1.0
MIX708,7704-34-9,7704-34-9,"Sulfur, precipitated",cas,True,1.0,1.0,1.0
MIX709,7704-34-9,7704-34-9,"Sulfur, precipitated",cas,True,1.0,1.0,1.0
MIX71,1897-45-6,1897-45-6,Chlorothalonil,cas,True,5.0,5.0,5.0
MIX710,131341-86-1,131341-86-1,Fludioxonil,cas,True,1.0,1.0,1.0
MIX711,122454-29-9,122454-29-9,Tralopyril,cas,True,1.0,1.0,1.0
MIX712,111991-09-4,111991-09-4,Nicosulfuron,cas,True,1.0,1.0,1.0
MIX713,111991-09-4,111991-09-4,Nicosulfuron,cas,True,1.0,1.0,1.0
MIX714,107534-96-3,107534-96-3,Tebuconazole,cas,True,3.0,3.0,3.0
MIX715,1071-83-6,1071-83-6,Glyphosate,cas,True,1.0,1.0,1.0
MIX716,51707-55-2,51707-55-2,Thidiazuron,cas,True,1.0,1.0,1.0
MIX717,38641-94-0,38641-94-0,"Glyphosate, isopropylamine salt",cas,True,0.0,0.0,0.0
MIX718,125401-92-5,125401-92-5,"Bispyribac-sodium (Sodium 2,6-bis[(4,6-dimethoxypyrimidin-2-yl)oxy]benzoate)",cas,True,1.0,1.0,1.0
MIX719,28159-98-0,28159-98-0,Cybutryne,cas,True,2.0,2.0,2.0
MIX72,907204-31-3,907204-31-3,Fluxapyroxad,cas,True,0.0,0.0,0.0
MIX720,26225-79-6,26225-79-6,Ethofumesate,cas,True,1.0,1.0,1.0
MIX73,7704-34-9,7704-34-9,"Sulfur, precipitated",cas,True,1.0,1.0,1.0
MIX74,116255-48-2,116255-48-2,Bromuconazole,cas,True,0.0,0.0,0.0
MIX742,MIX742,,,fid,False,,,
MIX743,3-(4-Methoxyphenyl)propionic acid,,3-(4-Methoxyphenyl)propionic acid,name,False,0.0,,0.0
MIX746,121552-61-2,121552-61-2,Cyprodinil,cas,True,0.0,0.0,0.0
MIX747,15299-99-7,15299-99-7,Napropamide,cas,True,0.0,0.0,0.0
MIX748,500008-45-7,500008-45-7,Chlorantraniliprole (RynaXypyr),cas,True,0.0,0.0,0.0
MIX749,111991-09-4,111991-09-4,Nicosulfuron,cas,True,0.0,0.0,0.0
MIX75,116255-48-2,116255-48-2,Bromuconazole,cas,True,0.0,0.0,0.0
MIX750,111991-09-4,111991-09-4,Nicosulfuron,cas,True,0.0,0.0,0.0
MIX751,MIX751,,,fid,False,,,
MIX752,MIX752,,,fid,False,,,
MIX753,MIX753,,,fid,False,,,
MIX754,MIX754,,,fid,False,,,
MIX755,MIX755,,,fid,False,,,
MIX756,MIX756,,,fid,False,,,
MIX758,MIX758,,,fid,False,,,
MIX759,MIX759,,,fid,False,,,
MIX76,67701-09-1,67701-09-1,PotassiumSaltsofFattyAcids,cas,True,0.0,0.0,0.0
MIX760,98886-44-3,98886-44-3,Fosthiazate,cas,True,0.0,0.0,0.0
MIX765,129630-19-9,129630-19-9,Pyraflufen-ethyl,cas,True,0.0,0.0,0.0
MIX766,124495-18-7,124495-18-7,Quinoxyfen,cas,True,0.0,0.0,0.0
MIX769,121451-02-3,121451-02-3,Noviflumuron,cas,True,0.0,0.0,0.0
MIX77,175013-18-0,175013-18-0,Pyraclostrobin,cas,True,0.0,0.0,0.0
MIX770,107534-96-3,107534-96-3,Tebuconazole,cas,True,0.0,0.0,0.0
MIX771,85-00-7,85-00-7,"Diquat dibromide [6,7-dihydrodipyrido(1,2-a:2',1'-c)pyrazinediium dibromide]",cas,True,0.0,0.0,0.0
MIX773,500008-45-7,500008-45-7,Chlorantraniliprole,cas,True,0.0,0.0,0.0
MIX775,"Coco alkylamine (fatty amine, Armeen 2C - exact CAS/composition unverified)",,"Coco alkylamine (fatty amine, Armeen 2C - exact CAS/composition unverified)",name,False,0.0,,0.0
MIX776,61788-46-3,61788-46-3,"Coco alkylamine (Armeen CD, primary fatty amine ex coconut)",cas,True,0.0,0.0,0.0
MIX777,61790-33-8,61790-33-8,"Tallow alkylamine (Armeen TD, primary fatty amine ex tallow)",cas,True,0.0,0.0,0.0
MIX778,112-02-7,112-02-7,Hexadecyltrimethylammonium chloride (Cetrimonium chloride / CTAC),cas,True,1.0,1.0,1.0
MIX779,"Arquad MCB-50., ,... (The data for the hazardous ingredients were taken respectively from the last version",,"Arquad MCB-50., ,... (The data for the hazardous ingredients were taken respectively from the last version",name,False,0.0,,0.0
MIX78,1912-24-9,1912-24-9,"Other ingredients (unnamed, proprietary/non-hazardous)",cas,False,0.0,0.0,3.0
MIX780,373-61-5,373-61-5,Acetic acid boron trifluoride (2:1),cas,True,1.0,1.0,1.0
MIX781,109-73-9,109-73-9,Butylamine,cas,True,1.0,1.0,1.0
MIX782,6419-19-8,6419-19-8,Aminotrimethylene phosphonic acid (ATMP / Amino tris(methylenephosphonic acid)),cas,True,1.0,1.0,1.0
MIX783,124-07-2,124-07-2,Caprylic Acid (Octanoic acid),cas,True,1.0,1.0,1.0
MIX784,29387-86-8,29387-86-8,Propylene glycol n-butyl ether (Dowanol PnB),cas,True,0.0,0.0,0.0
MIX785,110-80-5,110-80-5,2-Ethoxyethanol (Cellosolve),cas,True,1.0,1.0,1.0
MIX786,MIX786,,,fid,False,,,
MIX787,151-21-3,151-21-3,Sodium dodecyl sulfate,cas,True,1.0,1.0,1.0
MIX788,1643-20-5,1643-20-5,"N,N-Dimethyldodecylamine-N-oxide",cas,True,1.0,1.0,1.0
MIX789,MIX789,,,fid,False,,,
MIX79,68359-37-5,68359-37-5,Cyfluthrin,cas,True,3.0,3.0,3.0
MIX790,7647-01-0,7647-01-0,Hydrochloric acid,cas,True,1.0,1.0,1.0
MIX791,9004-82-4,9004-82-4,"Dodecanol, ethoxylated, monoether with sulfuric acid, sodium salt",cas,True,1.0,1.0,1.0
MIX792,7664-38-2,7664-38-2,Phosphoric acid,cas,True,1.0,1.0,1.0
MIX793,7681-52-9,7681-52-9,Sodium hypochlorite,cas,True,1.0,1.0,1.0
MIX794,112-80-1,112-80-1,Oleic acid,cas,True,1.0,1.0,1.0
MIX795,2634-33-5,2634-33-5,"1,2-Benzisothiazol-3(2H)-one (BIT)",cas,True,1.0,1.0,1.0
MIX796,2634-33-5,2634-33-5,Inert ingredients,cas,False,1.0,1.0,0.0
MIX797,60984-57-8,60984-57-8,"N,N'-(Dithiodi-2,1-ethanediyl)bis(acrylamide) [N,N'-Bis(acryloyl)cystamine, BAC]",cas,True,0.0,0.0,0.0
MIX798,7681-57-4,7681-57-4,Sodium metabisulfite (SMS),cas,True,2.0,2.0,2.0
MIX799,7681-57-4,7681-57-4,Sodium metabisulfite (SMS),cas,True,2.0,2.0,2.0
MIX8,26172-55-4,26172-55-4,5-Chloro-2-methyl-4-isothiazolin-3-one (CMIT),cas,True,0.0,0.0,0.0
MIX80,1582-09-8,1582-09-8,Trifluralin,cas,True,1.0,1.0,1.0
MIX800,110-80-5,110-80-5,2-Ethoxyethanol (Cellosolve),cas,True,1.0,1.0,1.0
MIX801,7681-57-4,7681-57-4,Sodium metabisulfite,cas,True,2.0,2.0,2.0
MIX802,7664-93-9,7664-93-9,Sulfuric acid (Oil of vitriol),cas,True,1.0,1.0,1.0
MIX803,151-21-3,151-21-3,Sodium dodecyl sulfate,cas,True,2.0,2.0,2.0
MIX804,7664-93-9,7664-93-9,Sulfuric acid,cas,True,1.0,1.0,1.0
MIX805,7732-18-5,7732-18-5,Water,cas,True,0.0,0.0,0.0
MIX806,9002-93-1,9002-93-1,Triton X-100 (Octoxynol-9),cas,True,2.0,2.0,2.0
MIX807,7681-52-9,7681-52-9,Sodium hypochlorite,cas,True,0.0,0.0,0.0
MIX808,"Access Dow's Safety Data Sheet (SDS) database and search by product name, grade, or trade product code.",,"Access Dow's Safety Data Sheet (SDS) database and search by product name, grade, or trade product code.",name,False,0.0,,0.0
MIX809,2825-83-4,2825-83-4,"Tricyclo[5.2.1.0(2,6)]decane (parent hydrocarbon — NOT the actual ethyl ester product; provided for reference only, source mismatch)",cas,True,0.0,0.0,0.0
MIX81,2634-33-5,2634-33-5,"1,2-Benzisothiazol-3(2H)-one",cas,True,0.0,0.0,0.0
MIX810,72903-27-6,72903-27-6,"Diethyl 1,4-cyclohexanedicarboxylate (mixture of cis/trans isomers)",cas,True,0.0,0.0,0.0
MIX811,556-48-9,556-48-9,"1,4-Cyclohexanediol, mixture of cis and trans",cas,True,0.0,0.0,0.0
MIX812,191044-59-4,191044-59-4,"1-(3-isopropylphenyl)-1-phenylethane [Benzene, 1-(1-methylethyl)-3-(1-phenylethyl)-]",cas,True,1.0,1.0,1.0
MIX813,104864-90-6,104864-90-6,"2-Methyl-4-(2,2,3-trimethyl-3-cyclopenten-1-yl)-4-penten-1-ol",cas,True,0.0,0.0,0.0
MIX814,22094-85-5,22094-85-5,5-decylbicyclo[2.2.1]hept-2-ene (exo/endo isomer mixture),cas,True,0.0,0.0,0.0
MIX815,MIX815,,,fid,False,,,
MIX816,MIX816,,,fid,False,,,
MIX817,224031-70-3,224031-70-3,1-(Spiro[4.5]dec-7-en-7-yl)pent-4-en-1-one / 1-(Spiro[4.5]dec-6-en-7-yl)pent-4-en-1-one (isomer mixture),cas,True,1.0,1.0,1.0
MIX818,124-07-2,124-07-2,Octanoic acid (unverified - not present in this mismatched source),cas,True,1.0,1.0,1.0
MIX819,124-07-2,124-07-2,Octanoic acid (unverified - not present in this mismatched source),cas,True,1.0,1.0,1.0
MIX82,133-06-2,133-06-2,"Captan (N-trichloromethylthio-4-cyclohexene-1,2-dicarboximide)",cas,True,0.0,0.0,0.0
MIX820,124-07-2,124-07-2,Octanoic acid,cas,True,1.0,1.0,1.0
MIX821,7647-01-0,7647-01-0,Hydrochloric acid,cas,True,1.0,1.0,1.0
MIX822,1344-09-8,1344-09-8,Sodium silicate,cas,True,0.0,0.0,0.0
MIX823,461-58-5,461-58-5,Cyanoguanidine,cas,True,1.0,1.0,1.0
MIX824,MIX824,,,fid,False,,,
MIX825,75-21-8,75-21-8,Ethylene oxide,cas,True,1.0,1.0,1.0
MIX826,75-21-8,75-21-8,Ethylene oxide,cas,True,1.0,1.0,1.0
MIX827,75-21-8,75-21-8,Ethylene oxide,cas,True,1.0,1.0,1.0
MIX828,1344-09-8,1344-09-8,Sodium Silicate,cas,True,0.0,0.0,0.0
MIX829,68439-57-6,68439-57-6,Sodium C14-16 olefin sulfonate (AOS),cas,True,0.0,0.0,0.0
MIX83,5915-41-3,5915-41-3,Terbutylazine,cas,True,2.0,2.0,2.0
MIX830,69770-45-2,69770-45-2,Flumethrin,cas,True,0.0,0.0,0.0
MIX831,105512-06-9,105512-06-9,Clodinafop-propargyl,cas,True,0.0,0.0,0.0
MIX832,122008-85-9,122008-85-9,Cyhalofop-butyl,cas,True,0.0,0.0,0.0
MIX833,107534-96-3,107534-96-3,Tebuconazole,cas,True,3.0,3.0,3.0
MIX834,107534-96-3,107534-96-3,Tebuconazole,cas,True,1.0,1.0,1.0
MIX835,107534-96-3,107534-96-3,Tebuconazole,cas,True,1.0,1.0,1.0
MIX836,118-52-5,118-52-5,"1,3-Dichloro-5,5-dimethylhydantoin",cas,True,0.0,0.0,0.0
MIX837,26225-79-6,26225-79-6,Ethofumesate (ISO),cas,True,0.0,0.0,0.0
MIX838,26225-79-6,26225-79-6,Ethofumesate,cas,True,1.0,1.0,1.0
MIX839,1312-76-1,1312-76-1,Potassium silicate <=100,cas,True,0.0,0.0,0.0
MIX84,Captan,,Captan,name,False,0.0,,0.0
MIX840,7732-18-5,7732-18-5,Water,cas,True,1.0,1.0,1.0
MIX841,MIX841,,,fid,False,,,
MIX842,111-76-2,111-76-2,2-Butoxyethanol,cas,True,0.0,0.0,0.0
MIX843,MIX843,,,fid,False,,,
MIX844,26225-79-6,26225-79-6,Ethofumesate,cas,True,0.0,0.0,0.0
MIX845,52315-07-8,52315-07-8,Zeta-cypermethrin (F2700),cas,True,0.0,0.0,0.0
MIX846,MIX846,,,fid,False,,,
MIX847,188489-07-8,188489-07-8,Flufenpyr-ethyl,cas,True,0.0,0.0,0.0
MIX848,MIX848,,,fid,False,,,
MIX849,MIX849,,,fid,False,,,
MIX85,52645-53-1,52645-53-1,Other Ingredients (trade secret),cas,False,0.0,0.0,1.0
MIX850,107534-96-3,107534-96-3,Tebuconazole,cas,True,0.0,0.0,0.0
MIX851,107534-96-3,107534-96-3,Tebuconazole,cas,True,0.0,0.0,0.0
MIX852,107534-96-3,107534-96-3,Tebuconazole,cas,True,0.0,0.0,0.0
MIX853,MIX853,,,fid,False,,,
MIX854,MIX854,,,fid,False,,,
MIX855,107534-96-3,107534-96-3,Tebuconazole,cas,True,0.0,0.0,0.0
MIX856,115-95-7,115-95-7,"Linalyl acetate (ex bois de rose, synthetic)",cas,True,0.0,0.0,0.0
MIX857,80-26-2,80-26-2,Terpinyl Acetate (mixture of isomers),cas,True,0.0,0.0,0.0
MIX858,99-76-3,99-76-3,Methylparaben,cas,True,0.0,0.0,0.0
MIX859,84775-41-7,84775-41-7,"Angelica Archangelica Seed Oil (Angelica seed oil, cold pressed)",cas,True,0.0,0.0,0.0
MIX86,133-06-2,133-06-2,"Captan (N-[(trichloromethyl)thio]-4-cyclohexene-1,2-dicarboximide)",cas,True,0.0,0.0,0.0
MIX860,4602-84-0,4602-84-0,Farnesol,cas,True,0.0,0.0,0.0
MIX861,84650-59-9,84650-59-9,Anise Seed Oil (Anise Star Oil),cas,True,0.0,0.0,0.0
MIX862,84775-41-7,84775-41-7,Angelica Archangelica Root Oil (Angelica Root CO2 Essential Oil),cas,True,0.0,0.0,0.0
MIX863,8007-00-9,8007-00-9,"Tolu Balsam (natural resin) - main constituents: cinnamic acid esters, benzoic acid derivatives, vanillin, resins",cas,True,0.0,0.0,0.0
MIX864,8031-03-6,8031-03-6,Mimosa absolute,cas,True,0.0,0.0,0.0
MIX865,80-56-8,80-56-8,(+-)-alpha-Pinene,cas,True,0.0,0.0,0.0
MIX866,64-17-5,64-17-5,Ethanol,cas,True,0.0,0.0,0.0
MIX867,8001-88-5,8001-88-5,Birch tar Oil,cas,True,0.0,0.0,0.0
MIX868,5989-27-5,5989-27-5,D-Limonene,cas,True,0.0,0.0,0.0
MIX869,127-25-3,127-25-3,Methyl abietate (Methyl rosinate / Abalyn),cas,True,0.0,0.0,0.0
MIX87,50723-80-3,50723-80-3,Inert Ingredients,cas,False,1.0,1.0,0.0
MIX870,68611-23-4,68611-23-4,Grisalva (alicyclic ethers),cas,True,0.0,0.0,0.0
MIX871,8007-47-4,8007-47-4,"Canada balsam, natural filtered",cas,True,0.0,0.0,0.0
MIX872,MIX872,,,fid,False,,,
MIX873,84012-24-8,84012-24-8,Oil of origanum (UVCB substance),cas,True,0.0,0.0,0.0
MIX874,8024-05-3,8024-05-3,Tuberose absolute (Polianthes tuberosa L.),cas,True,0.0,0.0,0.0
MIX875,8007-01-0,8007-01-0,Rose oil Bulgarian (Rosa damascena),cas,True,0.0,0.0,0.0
MIX876,8007-01-0,8007-01-0,Rose (Maroc) Absolute (Rosa damascena Mill. flower oil),cas,True,0.0,0.0,0.0
MIX877,8007-01-0,8007-01-0,Rose oil,cas,True,0.0,0.0,0.0
MIX878,8023-85-6,8023-85-6,Artemisia absinthium oil extract (Grand Wormwood Oil),cas,True,0.0,0.0,0.0
MIX879,8013-10-3,8013-10-3,Cade Oil Rectified,cas,True,3.0,3.0,3.0
MIX88,82657-04-3,82657-04-3,Bifenthrin,cas,True,3.0,3.0,3.0
MIX880,8007-01-0,8007-01-0,"Rose Oil Turkish (Rosa damascena, UVCB)",cas,True,0.0,0.0,0.0
MIX881,7705-14-8,7705-14-8,Limonene,cas,True,0.0,0.0,0.0
MIX882,8016-84-0,8016-84-0,Tagetes minuta var Essential oil,cas,True,0.0,0.0,0.0
MIX883,80-56-8,80-56-8,alpha-Pinene,cas,True,0.0,0.0,0.0
MIX884,470-82-6,470-82-6,"Cineoles (1,8-cineole / 1,4-cineole)",cas,True,0.0,0.0,0.0
MIX885,8023-75-4,8023-75-4,Narcissus jonquilla absolute,cas,True,0.0,0.0,0.0
MIX886,MIX886,,,fid,False,,,
MIX887,107-75-5,107-75-5,Hydroxycitronellal,cas,True,0.0,0.0,0.0
MIX888,68990-15-8,68990-15-8,Fenugreek Absolute (INCI: Trigonella Foenum-Graecum Seed Extract),cas,True,0.0,0.0,0.0
MIX889,8021-29-2,8021-29-2,"Fir needle oil (Abies sibirica), whole essential oil",cas,True,0.0,0.0,0.0
MIX89,13684-56-5,13684-56-5,Desmedipham (ISO); ethyl 3-phenylcarbamoyloxyphenylcarbamate,cas,True,0.0,0.0,0.0
MIX890,127-91-3,127-91-3,ß-Pinene,cas,True,1.0,1.0,1.0
MIX891,90045-89-9,90045-89-9,Orris Root Extract natural (Iris spp. root extract; perfumery trade term used interchangeably with 'Orris absolute'),cas,True,0.0,0.0,0.0
MIX892,MIX892,,,fid,False,,,
MIX893,140-11-4,140-11-4,Benzyl acetate,cas,True,0.0,0.0,0.0
MIX894,8007-02-1,8007-02-1,"Lemongrass oil (SDS is for East Indian FCC grade, Cymbopogon flexuosus, not requested West Indian/Cymbopogon citratus) - 잠정치, 확정 아님",cas,True,0.0,0.0,0.0
MIX895,MIX895,,,fid,False,,,
MIX896,9000-24-2,9000-24-2,"Galbanum oil (essential oil, UVCB)",cas,True,0.0,0.0,0.0
MIX897,8015-73-4,8015-73-4,"Basil oil (sweet, American type)",cas,True,0.0,0.0,0.0
MIX898,8000-42-8,8000-42-8,Caraway oil,cas,True,0.0,0.0,0.0
MIX899,"Castoreum (natural extract, tincture base; balance not individually itemized in Section 3)",,"Castoreum (natural extract, tincture base; balance not individually itemized in Section 3)",name,False,0.0,,0.0
MIX9,330-54-1,330-54-1,Diuron,cas,True,2.0,2.0,2.0
MIX90,67-63-0,67-63-0,Isopropanol -No,cas,True,0.0,0.0,0.0
MIX900,64-17-5,64-17-5,Ethanol,cas,True,0.0,0.0,0.0
MIX901,8023-88-9,8023-88-9,Costus root oil (Saussurea lappa),cas,True,0.0,0.0,0.0
MIX902,8007-20-3,8007-20-3,Cedar Leaf Eastern Essential Oil (Thuja occidentalis),cas,True,0.0,0.0,0.0
MIX903,8015-90-5,8015-90-5,Celery Seed Oil,cas,True,0.0,0.0,0.0
MIX904,8016-88-4,8016-88-4,Estragon (Tarragon) Oil,cas,True,0.0,0.0,0.0
MIX905,8002-66-2,8002-66-2,"Oil of Chamomile, German/Blue (Matricaria chamomilla / Oleum Chamomillae)",cas,True,0.0,0.0,0.0
MIX906,8007-08-7,8007-08-7,Ginger oil (Zingiber officinalis extract),cas,True,0.0,0.0,0.0
