Formulation_ID,group_key,group_primary_cas,group_primary_name,group_key_src,group_primary_from_same_row,group_primary_ing_idx,group_primary_cas_ing_idx,group_primary_name_ing_idx
MIX907,84649-86-5,84649-86-5,Organic Chamomile Essential Oil - Roman (Anthemis nobilis flower oil),cas,True,0.0,0.0,0.0
MIX908,8007-80-5,8007-80-5,Cassia Essential Oil (Cinnamomum Cassia Leaf Oil),cas,True,0.0,0.0,0.0
MIX909,8016-26-0,8016-26-0,Cistus Absolute,cas,True,0.0,0.0,0.0
MIX91,82657-04-3,82657-04-3,Bifenthrin,cas,True,0.0,0.0,0.0
MIX910,4180-23-8,4180-23-8,trans-Anethole,cas,True,0.0,0.0,0.0
MIX911,8007-02-1,8007-02-1,Lemongrass Oil,cas,True,0.0,0.0,0.0
MIX912,8023-88-9,8023-88-9,Costus Oil,cas,True,0.0,0.0,0.0
MIX913,84929-41-9,84929-41-9,Oil of pepper (natural),cas,True,0.0,0.0,0.0
MIX914,470-82-6,470-82-6,"Eucalyptol (1,8-Cineole) - 10% 희석 제품(Freshskin) 기준, 원제 순수 Cardamom oil 데이터 아님(잠정치)",cas,True,0.0,0.0,0.0
MIX915,84650-59-9,84650-59-9,Anise Seed Oil / Anise Star Oil,cas,True,0.0,0.0,0.0
MIX916,76-22-2,76-22-2,Camphor,cas,True,0.0,0.0,0.0
MIX917,8016-21-5,8016-21-5,Cognac Oil,cas,True,0.0,0.0,0.0
MIX918,470-82-6,470-82-6,Cineols (major marker constituent of Cajeput/Melaleuca leucadendron oil),cas,True,0.0,0.0,0.0
MIX919,105-87-3,105-87-3,Geranyl acetate,cas,True,0.0,0.0,0.0
MIX92,82657-04-3,82657-04-3,Bifenthrin technical,cas,True,0.0,0.0,0.0
MIX920,8008-51-3,8008-51-3,Cinnamomum Camphora Bark Oil (Camphor Essential Oil),cas,True,0.0,0.0,0.0
MIX921,8007-06-5,8007-06-5,"Croton eluteria, oil (Cascarilla Bark Oil)",cas,True,0.0,0.0,0.0
MIX922,8006-99-3,8006-99-3,Chenopodium oil (Oil of American wormseed),cas,True,0.0,0.0,0.0
MIX923,68917-52-2,68917-52-2,Schinus Molle Oil (Pink Peppercorn Essential Oil),cas,True,0.0,0.0,0.0
MIX924,8006-75-5,8006-75-5,Dillweed Oil (minimum 36% Carvone),cas,True,0.0,0.0,0.0
MIX925,84961-64-8,84961-64-8,Oil of tansy,cas,True,0.0,0.0,0.0
MIX926,8023-89-0,8023-89-0,Canarium Luzonicum (Elemi) Gum Oil,cas,True,0.0,0.0,0.0
MIX927,75-05-8,75-05-8,Acetonitrile,cas,True,1.0,1.0,1.0
MIX928,84625-39-8,84625-39-8,"Foeniculum Vulgare Oil (Fennel Bitter Essential Oil, Foeniculum vulgare Mill. var. amara)",cas,True,0.0,0.0,0.0
MIX929,84775-39-3,84775-39-3,Acorus Calamus Root Oil (Calamus Root Essential Oil),cas,True,0.0,0.0,0.0
MIX93,82657-04-3,82657-04-3,"Bifenthrin - 잠정치(8.8% SC 소스 기준, 원제품은 8% ME로 제형 자체가 다름)",cas,True,0.0,0.0,0.0
MIX930,MIX930,,,fid,False,,,
MIX931,8016-38-4,8016-38-4,Neroli Oil (Vigon Item #504212),cas,True,0.0,0.0,0.0
MIX932,68916-09-6,68916-09-6,Flouve Oil (Holy Grass / Hierochloe odorata oil),cas,True,0.0,0.0,0.0
MIX933,15358-88-0,15358-88-0,Isopinocamphone (3-Pinanone),cas,True,0.0,0.0,0.0
MIX934,8012-89-3,8012-89-3,Beeswax Absolute,cas,True,0.0,0.0,0.0
MIX935,MIX935,,,fid,False,,,
MIX936,131812-67-4,131812-67-4,Eau de brouts absolute (bitter orange 'brouts' distillation water extract),cas,True,0.0,0.0,0.0
MIX937,8016-03-3,8016-03-3,Davana Oil (Artemisia pallens essential oil),cas,True,0.0,0.0,0.0
MIX938,MIX938,,,fid,False,,,
MIX939,90045-56-0,90045-56-0,Helichrysum Italicum Flower Oil (Helichrysum organic essential oil),cas,True,0.0,0.0,0.0
MIX94,82657-04-3,82657-04-3,Bifenthrin (Bifenithrin technical),cas,True,0.0,0.0,0.0
MIX940,8008-79-5,8008-79-5,Spearmint India Organic Oil (Mentha spicata L.),cas,True,0.0,0.0,0.0
MIX941,8013-76-1,8013-76-1,Almond Oil Bitter,cas,True,0.0,0.0,0.0
MIX942,8008-46-6,8008-46-6,Myrtle Oil (Myrtus communis L.),cas,True,0.0,0.0,0.0
MIX943,8007-69-0,8007-69-0,Sweet Almond Oil,cas,True,0.0,0.0,0.0
MIX944,90082-61-4,90082-61-4,"Perilla Ocymoides Seed Oil (Perilla Seed Oil, Cold Pressed)",cas,True,0.0,0.0,0.0
MIX945,8006-80-2,8006-80-2,"Sassafras oil, natural (Oil of Sassafras / Oils, Ocotea Pretiosa)",cas,True,0.0,0.0,0.0
MIX946,8013-76-1,8013-76-1,Bitter almond oil (Bitter Almond Oil Natural (DEA)),cas,True,0.0,0.0,0.0
MIX947,Cassie Absolute (Acacia Farnesiana Absolute / Mimosa Absolute),,Cassie Absolute (Acacia Farnesiana Absolute / Mimosa Absolute),name,False,0.0,,0.0
MIX948,85251-66-7,85251-66-7,Birch Sweet Essential Oil (Betula lenta),cas,True,0.0,0.0,0.0
MIX949,458-37-7,458-37-7,Curcuma longa Root Oil (Curcuma Essential Oil),cas,True,0.0,0.0,0.0
MIX95,90-43-7,90-43-7,2-Phenylphenol,cas,True,3.0,3.0,3.0
MIX950,7540-51-4,7540-51-4,"Beta-citronellol, (S)-",cas,True,0.0,0.0,0.0
MIX951,91722-69-9,91722-69-9,"Lavandin Oil (Lavender, Lavandula hybrida, ext.)",cas,True,0.0,0.0,0.0
MIX952,8016-85-1,8016-85-1,Citrus Reticulata Peel Oil (Tangerine Oil),cas,True,0.0,0.0,0.0
MIX953,MIX953,,,fid,False,,,
MIX954,90028-03-8,90028-03-8,"Anethum Graveolens Seed Oil (Dill Seed Oil, Indian)",cas,True,0.0,0.0,0.0
MIX955,97-53-0,97-53-0,Eugenol,cas,True,0.0,0.0,0.0
MIX956,8015-77-8,8015-77-8,Bois-De-Rose Oil,cas,True,0.0,0.0,0.0
MIX957,8000-34-8,8000-34-8,Clove Oil,cas,True,0.0,0.0,0.0
MIX958,MIX958,,,fid,False,,,
MIX959,470-82-6,470-82-6,Eucalyptol,cas,True,0.0,0.0,0.0
MIX96,2008-39-1,2008-39-1,"2,4-D dimethylamine salt",cas,True,1.0,1.0,1.0
MIX960,8016-68-0,8016-68-0,Summer Savory Oil (Satureja hortensis),cas,True,0.0,0.0,0.0
MIX961,1222-05-5,1222-05-5,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl- (Galaxolide-type musk)",cas,True,0.0,0.0,0.0
MIX962,72968-50-4,72968-50-4,"Petitgrain Oil, Paraguay (Citrus aurantium)",cas,True,0.0,0.0,0.0
MIX963,180287-43-8,180287-43-8,"Callitris Intratropica Wood Oil (Blue Cypress Oil, whole)",cas,True,0.0,0.0,0.0
MIX964,119-84-6,119-84-6,Dihydrocoumarin,cas,True,0.0,0.0,0.0
MIX965,8013-97-6,8013-97-6,Copaiba oil,cas,True,0.0,0.0,0.0
MIX966,112-45-8,112-45-8,Undecylenic aldehyde,cas,True,0.0,0.0,0.0
MIX967,8016-23-7,8016-23-7,Guaiacwood oil,cas,True,0.0,0.0,0.0
MIX968,111-80-8,111-80-8,Methyl non-2-ynoate (Methyl 2-nonynoate),cas,True,0.0,0.0,0.0
MIX969,8007-00-9,8007-00-9,Peru Balsam Oil,cas,True,0.0,0.0,0.0
MIX97,1918-00-9,1918-00-9,Dicamba,cas,True,2.0,2.0,2.0
MIX970,84238-29-9,84238-29-9,Vetiveria Zizanioides (Vetiver) Root Oil,cas,True,0.0,0.0,0.0
MIX971,78-70-6,78-70-6,Linalool,cas,True,0.0,0.0,0.0
MIX972,89997-74-0,89997-74-0,Labdanum Resinoid (natural complex resin extract of Cistus ladanifer),cas,True,0.0,0.0,0.0
MIX973,8013-99-8,8013-99-8,Pennyroyal Oil,cas,True,0.0,0.0,0.0
MIX974,8016-36-2,8016-36-2,Olibanum Resinoid,cas,True,0.0,0.0,0.0
MIX975,562-74-3,562-74-3,Terpinen-4-ol,cas,True,0.0,0.0,0.0
MIX976,"Jasmonyl (1,3-Nonanediol acetate, mixed esters / Jasmonate)",,"Jasmonyl (1,3-Nonanediol acetate, mixed esters / Jasmonate)",name,False,0.0,,0.0
MIX977,8015-91-6,8015-91-6,Cinnamon Bark Oil (Cinnamomum verum / Ceylon Cinnamon Oil),cas,True,0.0,0.0,0.0
MIX978,115-95-7,115-95-7,Linalyl acetate (Natural),cas,True,0.0,0.0,0.0
MIX979,8002-68-4,8002-68-4,Juniper Berry Oil,cas,True,0.0,0.0,0.0
MIX98,2008-39-1,2008-39-1,"2,4-D dimethylamine salt",cas,True,4.0,4.0,4.0
MIX980,8014-13-9,8014-13-9,Cumin Oil,cas,True,0.0,0.0,0.0
MIX981,84837-04-7,84837-04-7,Spike Lavender oil,cas,True,0.0,0.0,0.0
MIX982,8007-00-9,8007-00-9,Peru Balsam Oil,cas,True,0.0,0.0,0.0
MIX983,8000-27-9,8000-27-9,Cedarwood Oil (Virginia),cas,True,0.0,0.0,0.0
MIX984,77-54-3,77-54-3,Cedryl acetate,cas,True,0.0,0.0,0.0
MIX985,61789-17-1,61789-17-1,Guaiac wood acetate,cas,True,0.0,0.0,0.0
MIX986,5989-27-5,5989-27-5,D-Limonene,cas,True,0.0,0.0,0.0
MIX987,106-24-1,106-24-1,Geraniol,cas,True,0.0,0.0,0.0
MIX988,MIX988,,,fid,False,,,
MIX989,84929-51-1,84929-51-1,Thymus Vulgaris Oil (Thyme Red essential oil),cas,True,0.0,0.0,0.0
MIX99,33089-61-1,33089-61-1,Amitraz,cas,True,3.0,3.0,3.0
MIX990,91-64-5,91-64-5,Coumarin,cas,True,0.0,0.0,0.0
MIX991,9000-45-7,9000-45-7,Commiphora Myrrha (Myrrh essential oil),cas,True,0.0,0.0,0.0
MIX992,76-22-2,76-22-2,Camphor,cas,True,0.0,0.0,0.0
MIX993,127-91-3,127-91-3,Beta-Pinene,cas,True,0.0,0.0,0.0
MIX994,115-95-7,115-95-7,Linalyl acetate (Natural),cas,True,0.0,0.0,0.0
MIX995,5989-27-5,5989-27-5,D-Limonene,cas,True,0.0,0.0,0.0
MIX996,89-78-1,89-78-1,Menthol,cas,True,0.0,0.0,0.0
MIX997,68990-83-0,68990-83-0,Cedarwood Oil,cas,True,0.0,0.0,0.0
MIX998,9000-12-8,9000-12-8,Copaiba officinalis Resin,cas,True,0.0,0.0,0.0
MIX999,120-51-4,120-51-4,Benzyl Benzoate,cas,True,0.0,0.0,0.0
