sheet,column,role,dtype,n_notna,fill_pct,in_X,sds_coderived,feature_role,exclude_by_default
formulation,f_TPSA_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_TPSA_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_TPSA_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_NumHDonors_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHDonors_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHDonors_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHDonors_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHDonors_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHDonors_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_NumHAcceptors_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHAcceptors_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHAcceptors_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHAcceptors_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHAcceptors_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHAcceptors_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_NumRotatableBonds_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumRotatableBonds_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumRotatableBonds_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumRotatableBonds_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumRotatableBonds_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumRotatableBonds_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_NumAromaticRings_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumAromaticRings_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumAromaticRings_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumAromaticRings_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumAromaticRings_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumAromaticRings_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_FractionCSP3_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_FractionCSP3_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_FractionCSP3_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_FractionCSP3_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_FractionCSP3_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_FractionCSP3_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_MolMR_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_MolMR_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_MolMR_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_MolMR_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_MolMR_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_MolMR_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_LabuteASA_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_LabuteASA_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_LabuteASA_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_LabuteASA_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_LabuteASA_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_LabuteASA_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_BertzCT_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_BertzCT_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_BertzCT_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_BertzCT_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_BertzCT_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_BertzCT_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_Kappa2_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_Kappa2_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_Kappa2_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_Kappa2_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_Kappa2_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_Kappa2_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_HallKierAlpha_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_HallKierAlpha_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_HallKierAlpha_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_HallKierAlpha_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_HallKierAlpha_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_HallKierAlpha_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_MaxAbsPartialCharge_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_MaxAbsPartialCharge_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_MaxAbsPartialCharge_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_MaxAbsPartialCharge_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_MaxAbsPartialCharge_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_MaxAbsPartialCharge_wmean,feature,float64,1254,74.87,True,False,chemistry,False
formulation,f_logKp_pottsguy_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_logKp_pottsguy_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_logKp_pottsguy_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_logKp_pottsguy_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_logKp_pottsguy_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_logKp_pottsguy_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_max_alkyl_chain_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_max_alkyl_chain_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_max_alkyl_chain_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_max_alkyl_chain_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_max_alkyl_chain_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_max_alkyl_chain_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_n_structural_alerts_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_n_structural_alerts_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_n_structural_alerts_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_n_structural_alerts_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_n_structural_alerts_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_n_structural_alerts_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_NumHeteroatoms_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHeteroatoms_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHeteroatoms_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHeteroatoms_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHeteroatoms_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_NumHeteroatoms_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_RingCount_mean,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_RingCount_max,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_RingCount_min,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_RingCount_range,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_RingCount_std,feature,float64,1450,86.57,True,False,chemistry,False
formulation,f_RingCount_wmean,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_pct_active_presumed,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_n_active_presumed,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_water,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_n_water,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_surfactant,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_n_surfactant,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_solvent,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_n_solvent,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_synergist,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_n_synergist,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_carrier_inert,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_n_carrier_inert,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_propellant,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_n_propellant,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_ph_adjuster,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_n_ph_adjuster,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_preservative,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_n_preservative,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_thickener,feature,float64,1394,83.22,False,False,chemistry,False
formulation,f_n_thickener,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_fragrance_dye,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_n_fragrance_dye,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_unknown,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_n_unknown,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_surf_anionic,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_n_surf_anionic,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_surf_cationic,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_n_surf_cationic,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_surf_nonionic,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_n_surf_nonionic,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_pct_surf_amphoteric,feature,float64,1394,83.22,False,False,chemistry,False
formulation,f_n_surf_amphoteric,feature,int64,1675,100.0,False,False,ambiguous,False
formulation,f_pct_surf_total,feature,float64,1675,100.0,True,False,chemistry,False
formulation,f_surf_charge_pair,feature,float64,1675,100.0,False,False,chemistry,False
formulation,f_surf_anionic_nonionic,feature,float64,1675,100.0,True,False,chemistry,False
formulation,f_surf_charge_imbalance,feature,float64,48,2.87,True,False,chemistry,False
formulation,f_pct_active,feature,float64,1394,83.22,True,False,chemistry,False
formulation,f_solvent_x_logp,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_surf_x_logp,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_surf_x_logkp,feature,float64,1256,74.99,True,False,chemistry,False
formulation,f_has_synergist,feature,int64,1675,100.0,True,False,chemistry,False
formulation,f_tanimoto_mean,feature,float64,892,53.25,True,False,chemistry,False
formulation,f_tanimoto_max,feature,float64,892,53.25,True,False,chemistry,False
formulation,f_tanimoto_min,feature,float64,892,53.25,True,False,chemistry,False
formulation,f_ct_eye_cat,feature,str,774,46.21,False,False,chemistry,False
formulation,f_ct_eye_s1,feature,float64,729,43.52,True,False,chemistry,False
formulation,f_ct_eye_s2,feature,float64,721,43.04,True,False,chemistry,False
formulation,f_ct_eye_add,feature,float64,685,40.9,True,False,chemistry,False
formulation,f_ct_eye_n_known,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_ct_eye_coverage,feature,float64,1675,100.0,True,False,ambiguous,True
formulation,f_ct_skin_cat,feature,str,775,46.27,False,False,chemistry,False
formulation,f_ct_skin_s1,feature,float64,757,45.19,True,False,chemistry,False
formulation,f_ct_skin_s2,feature,float64,737,44.0,True,False,chemistry,False
formulation,f_ct_skin_add,feature,float64,720,42.99,True,False,chemistry,False
formulation,f_ct_skin_n_known,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_ct_skin_coverage,feature,float64,1675,100.0,True,False,ambiguous,True
formulation,f_ct_sens_cat,feature,str,776,46.33,False,False,chemistry,False
formulation,f_ct_sens_s1,feature,float64,730,43.58,True,False,chemistry,False
formulation,f_ct_sens_s2,feature,float64,776,46.33,False,False,chemistry,False
formulation,f_ct_sens_add,feature,float64,730,43.58,True,False,chemistry,False
formulation,f_ct_sens_n_known,feature,int64,1675,100.0,True,False,ambiguous,True
formulation,f_ct_sens_coverage,feature,float64,1675,100.0,True,False,ambiguous,True
formulation,pct_sum_known_raw,feature,float64,982,58.63,True,False,bookkeeping,True
formulation,n_pct_known_raw,feature,int64,1675,100.0,True,False,bookkeeping,True
formulation,pct_status,feature,str,1675,100.0,False,False,chemistry,False
formulation,pct_repaired,feature,bool,1675,100.0,True,False,bookkeeping,True
formulation,form_code_best,feature,str,1326,79.16,False,False,chemistry,False
formulation,form_code_src,provenance,str,1326,79.16,False,False,provenance,False
formulation,ph_best,feature,float64,534,31.88,True,False,chemistry,False
formulation,ph_src,provenance,str,534,31.88,False,False,provenance,False
formulation,ph_strong_acid,feature,object,534,31.88,False,False,chemistry,False
formulation,ph_strong_base,feature,object,534,31.88,False,False,chemistry,False
formulation,ct_not_applicable,feature,bool,1675,100.0,True,False,chemistry,False
formulation,sds_ghs_eye_eff,label_source,str,379,22.63,False,False,label_source,False
formulation,sds_v1_neg_recovered_eye,label_source,bool,1675,100.0,False,False,label_source,False
formulation,sds_ghs_skin_eff,label_source,str,362,21.61,False,False,label_source,False
formulation,sds_v1_neg_recovered_skin,label_source,bool,1675,100.0,False,False,label_source,False
formulation,sds_ghs_sens_eff,label_source,str,395,23.58,False,False,label_source,False
formulation,sds_v1_neg_recovered_sens,label_source,bool,1675,100.0,False,False,label_source,False
formulation,y_eye,label_source,str,1153,68.84,False,False,label_source,False
formulation,y_eye_src,label_source,str,1153,68.84,False,False,label_source,False
formulation,y_eye_src_detail,label_source,str,1153,68.84,False,False,label_source,False
formulation,y_eye_from_neg_recovery,label_source,bool,1675,100.0,False,False,label_source,False
formulation,y_eye_n_src,label_source,int64,1675,100.0,False,False,label_source,False
formulation,y_eye_conflict,label_source,object,1153,68.84,False,False,label_source,False
formulation,y_eye_ord,label_source,float64,1153,68.84,False,False,label_source,False
formulation,y_eye_bin,label_source,float64,1153,68.84,False,False,label_source,False
formulation,y_skin,label_source,str,1059,63.22,False,False,label_source,False
formulation,y_skin_src,label_source,str,1059,63.22,False,False,label_source,False
formulation,y_skin_src_detail,label_source,str,1059,63.22,False,False,label_source,False
formulation,y_skin_from_neg_recovery,label_source,bool,1675,100.0,False,False,label_source,False
formulation,y_skin_n_src,label_source,int64,1675,100.0,False,False,label_source,False
formulation,y_skin_conflict,label_source,object,1059,63.22,False,False,label_source,False
formulation,y_skin_ord,label_source,float64,1059,63.22,False,False,label_source,False
formulation,y_skin_bin,label_source,float64,1059,63.22,False,False,label_source,False
formulation,y_sens,label_source,str,716,42.75,False,False,label_source,False
formulation,y_sens_src,label_source,str,716,42.75,False,False,label_source,False
formulation,y_sens_src_detail,label_source,str,716,42.75,False,False,label_source,False
formulation,y_sens_from_neg_recovery,label_source,bool,1675,100.0,False,False,label_source,False
formulation,y_sens_n_src,label_source,int64,1675,100.0,False,False,label_source,False
formulation,y_sens_conflict,label_source,object,716,42.75,False,False,label_source,False
formulation,y_sens_ord,label_source,float64,716,42.75,False,False,label_source,False
formulation,y_sens_bin,label_source,float64,716,42.75,False,False,label_source,False
formulation,ct_eye_ord,feature,float64,774,46.21,True,False,chemistry,False
formulation,resid_eye,label_source,float64,514,30.69,False,False,label_source,False
formulation,ct_skin_ord,feature,float64,775,46.27,True,False,chemistry,False
formulation,resid_skin,label_source,float64,461,27.52,False,False,label_source,False
formulation,ct_sens_ord,feature,float64,776,46.33,True,False,chemistry,False
formulation,resid_sens,label_source,float64,274,16.36,False,False,label_source,False
formulation,group_primary_cas,id,str,1545,92.24,False,False,id,False
formulation,group_primary_name,id,str,1605,95.82,False,False,id,False
formulation,group_primary_cas_ing_idx,id,float64,1545,92.24,False,False,id,False
formulation,group_primary_name_ing_idx,id,float64,1605,95.82,False,False,id,False
formulation,group_key,id,str,1675,100.0,False,False,id,False
formulation,group_key_src,id,str,1675,100.0,False,False,id,False
formulation,group_primary_ing_idx,id,float64,1605,95.82,False,False,id,False
formulation,group_primary_from_same_row,id,bool,1675,100.0,False,False,id,False
formulation,label_confidence_eye,label_source,str,1153,68.84,False,False,label_source,False
formulation,label_tier_eye,label_source,str,1153,68.84,False,False,label_source,False
formulation,label_confidence_skin,label_source,str,1059,63.22,False,False,label_source,False
formulation,label_tier_skin,label_source,str,1059,63.22,False,False,label_source,False
formulation,label_confidence_sens,label_source,str,716,42.75,False,False,label_source,False
formulation,label_tier_sens,label_source,str,716,42.75,False,False,label_source,False
formulation,v_ing_ok_ratio,provenance,float64,1675,100.0,False,False,provenance,False
formulation,v_form_verdict,provenance,str,1675,100.0,False,False,provenance,False
formulation,v_tox_verdict,provenance,str,1675,100.0,False,False,provenance,False
formulation,v_phc_verdict,provenance,str,1675,100.0,False,False,provenance,False
formulation,f_ct_eye_ord,feature,float64,774,46.21,True,False,chemistry,False
formulation,f_ct_skin_ord,feature,float64,775,46.27,True,False,chemistry,False
formulation,f_ct_sens_ord,feature,float64,776,46.33,True,False,chemistry,False
ingredient,Formulation_ID,id,str,5287,100.0,True,False,id,False
ingredient,ing_idx,id,int64,5287,100.0,True,False,id,False
ingredient,ingredient_name,feature,str,4884,92.38,False,False,chemistry,False
ingredient,cas,feature,str,2671,50.52,False,False,chemistry,False
ingredient,pct_text,feature,str,2053,38.83,False,False,chemistry,False
ingredient,pct_value,feature,float64,2053,38.83,True,False,chemistry,False
ingredient,pct_kind,feature,str,2053,38.83,False,False,chemistry,False
ingredient,smiles,feature,str,3580,67.71,False,False,chemistry,False
ingredient,smiles_kind,feature,str,5287,100.0,False,False,chemistry,False
ingredient,smiles_source,provenance,str,3574,67.6,False,False,provenance,False
ingredient,ing_src,provenance,str,5287,100.0,False,False,provenance,False
ingredient,align_ok,feature,bool,5287,100.0,True,False,bookkeeping,True
ingredient,product_name,id,str,5287,100.0,False,False,id,False
ingredient,formulation_type,feature,str,1179,22.3,False,False,chemistry,False
ingredient,formulation_code,feature,str,679,12.84,False,False,chemistry,False
ingredient,formulation_src,provenance,str,1179,22.3,False,False,provenance,False
ingredient,tox_source_url,provenance,str,584,11.05,False,False,provenance,False
ingredient,tox_source_url_src,provenance,str,584,11.05,False,False,provenance,False
ingredient,ingredient_source,provenance,str,5250,99.3,False,False,provenance,False
ingredient,doc_rel,provenance,str,1702,32.19,False,False,provenance,False
ingredient,structure_completeness,feature,str,5287,100.0,False,False,chemistry,False
ingredient,evidence_class,feature,str,375,7.09,False,False,chemistry,False
ingredient,has_toxicity,feature,bool,5287,100.0,True,False,bookkeeping,True
ingredient,has_ghs_label,feature,bool,5287,100.0,True,False,bookkeeping,True
ingredient,has_ntp_label,feature,bool,5287,100.0,True,False,bookkeeping,True
ingredient,y_source,label_source,str,5053,95.57,False,False,label_source,False
ingredient,y_sources,label_source,str,5053,95.57,False,False,label_source,False
ingredient,has_y,feature,bool,5287,100.0,True,False,bookkeeping,True
ingredient,trainable,feature,bool,5287,100.0,True,False,bookkeeping,True
ingredient,trainable_ntp,feature,bool,5287,100.0,True,False,bookkeeping,True
ingredient,trainable_ghs,feature,bool,5287,100.0,True,False,bookkeeping,True
ingredient,y_epa_eye,label_source,float64,2250,42.56,False,False,label_source,False
ingredient,y_epa_eye_roman,label_source,str,2250,42.56,False,False,label_source,False
ingredient,y_epa_skin,label_source,float64,1977,37.39,False,False,label_source,False
ingredient,y_epa_skin_roman,label_source,str,1977,37.39,False,False,label_source,False
ingredient,cat_eye_epa,label_source,float64,2846,53.83,False,False,label_source,False
ingredient,cat_eye_ghs,label_source,str,2850,53.91,False,False,label_source,False
ingredient,cat_eye_src,label_source,str,2850,53.91,False,False,label_source,False
ingredient,cat_skin_epa,label_source,float64,2081,39.36,False,False,label_source,False
ingredient,cat_skin_ghs,label_source,str,2510,47.47,False,False,label_source,False
ingredient,cat_skin_src,label_source,str,2510,47.47,False,False,label_source,False
ingredient,cat_sens_ghs,label_source,str,663,12.54,False,False,label_source,False
ingredient,cat_sens_src,label_source,str,663,12.54,False,False,label_source,False
ingredient,tox_eye_irritation,label_source,str,1757,33.23,False,False,label_source,False
ingredient,tox_eye_corrosion,label_source,str,1757,33.23,False,False,label_source,False
ingredient,tox_skin_irritation,label_source,str,1757,33.23,False,False,label_source,False
ingredient,tox_skin_corrosion,label_source,str,1757,33.23,False,False,label_source,False
ingredient,tox_skin_sensitization,label_source,str,1757,33.23,False,False,label_source,False
ingredient,ntp_eye_irritation,label_source,str,2250,42.56,False,False,label_source,False
ingredient,ntp_eye_corrosion,label_source,str,2250,42.56,False,False,label_source,False
ingredient,ntp_skin_irritation,label_source,str,1999,37.81,False,False,label_source,False
ingredient,ntp_skin_corrosion,label_source,str,2079,39.32,False,False,label_source,False
ingredient,ghs_eye_irritation,label_source,str,3279,62.02,False,False,label_source,False
ingredient,ghs_eye_corrosion,label_source,str,3279,62.02,False,False,label_source,False
ingredient,ghs_skin_irritation,label_source,str,3279,62.02,False,False,label_source,False
ingredient,ghs_skin_corrosion,label_source,str,3279,62.02,False,False,label_source,False
ingredient,ghs_skin_sensitization,label_source,str,3279,62.02,False,False,label_source,False
ingredient,ing2_name,feature,str,4018,76.0,False,False,chemistry,False
ingredient,ing2_cas,feature,str,2904,54.93,False,False,chemistry,False
ingredient,ing2_pct_text,feature,str,2537,47.99,False,False,chemistry,False
ingredient,ing2_pct_value,feature,float64,2537,47.99,True,False,chemistry,False
ingredient,ing2_pct_lo,feature,float64,2537,47.99,True,False,chemistry,False
ingredient,ing2_pct_hi,feature,float64,2537,47.99,True,False,chemistry,False
ingredient,ing2_pct_kind,feature,str,2537,47.99,False,False,chemistry,False
ingredient,ing2_parse_ok,feature,bool,5287,100.0,True,False,bookkeeping,True
ingredient,ing2_pct_reject,feature,str,127,2.4,False,False,chemistry,False
ingredient,ing2_pct_raw_text,feature,str,2664,50.39,False,False,chemistry,False
ingredient,ing2_verdict,provenance,str,5287,100.0,False,False,provenance,False
ingredient,ing2_evidence,provenance,str,5287,100.0,False,False,provenance,False
ingredient,ing2_newlink,provenance,str,1481,28.01,False,False,provenance,False
ingredient,ing2_memo,provenance,str,4529,85.66,False,False,provenance,False
ingredient,ing_name_best,feature,str,5068,95.86,False,False,chemistry,False
ingredient,ing_cas_best,feature,str,3602,68.13,False,False,chemistry,False
ingredient,ing_pct_best,feature,float64,3166,59.88,True,False,chemistry,False
ingredient,ing_pct_kind_best,feature,str,3166,59.88,False,False,chemistry,False
ingredient,ing_pct_src,provenance,str,5287,100.0,False,False,provenance,False
ingredient,june_audit_recovered,feature,bool,5287,100.0,True,False,bookkeeping,True
ingredient,june_merge_basis,provenance,str,420,7.94,False,False,provenance,False
ingredient,ing_name_corrected,feature,bool,5287,100.0,True,False,chemistry,False
ingredient,ing_cas_corrected,feature,bool,5287,100.0,True,False,chemistry,False
ingredient,ing_ghs_eye,label_source,str,1223,23.13,False,False,label_source,False
ingredient,ing_ghs_skin,label_source,str,1224,23.15,False,False,label_source,False
ingredient,ing_ghs_sens,label_source,str,1229,23.25,False,False,label_source,False
ingredient,ing_ghs_h,label_source,object,1247,23.59,False,False,label_source,False
ingredient,ing_ghs_src_url,provenance,str,1265,23.93,False,False,provenance,False
ingredient,ing_ghs_src,provenance,str,1265,23.93,False,False,provenance,False
ingredient,ing_pct_raw,feature,float64,3499,66.18,True,False,bookkeeping,True
ingredient,pct_status,feature,object,5287,100.0,False,False,chemistry,False
ingredient,pct_repaired,feature,bool,5287,100.0,True,False,bookkeeping,True
ingredient,ing_pct_rank,feature,float64,3166,59.88,True,False,chemistry,False
ingredient,ing_is_max_pct,feature,int8,5287,100.0,True,False,chemistry,False
ingredient,ing_role,feature,str,5287,100.0,False,False,chemistry,False
ingredient,ing_role_final,feature,str,5287,100.0,False,False,chemistry,False
ingredient,MolWt,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,ExactMolWt,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,MolLogP,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,MolMR,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,TPSA,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,NumHDonors,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,NumHAcceptors,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,NumRotatableBonds,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,NumAromaticRings,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,NumAliphaticRings,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,RingCount,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,FractionCSP3,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,HeavyAtomCount,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,NumHeteroatoms,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,NOCount,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,NHOHCount,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,NumSaturatedRings,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,LabuteASA,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,BalabanJ,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,BertzCT,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,Chi0v,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,Chi1v,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,Kappa1,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,Kappa2,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,Kappa3,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,HallKierAlpha,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,MaxPartialCharge,feature,float64,3560,67.33,True,False,chemistry,False
ingredient,MinPartialCharge,feature,float64,3560,67.33,True,False,chemistry,False
ingredient,MaxAbsPartialCharge,feature,float64,3560,67.33,True,False,chemistry,False
ingredient,NumValenceElectrons,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,qed,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,n_structural_alerts,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,formal_charge,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,n_pos_atoms,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,n_neg_atoms,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,is_ionic,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,n_fragments,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,has_metal,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,logKp_pottsguy,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,max_alkyl_chain,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,has_acyl_halide,feature,float64,3580,67.71,False,False,chemistry,False
ingredient,has_aldehyde,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,has_alkoxide_hydroxide,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,has_amine_prim,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,has_amine_tert,feature,float64,3580,67.71,True,False,chemistry,False
ingredient,has_anhydride,feature,float64,3580,67.71,True,False,chemistry,False
