Formulation_ID,ingredient_name,cas,smiles,smiles_valid,smiles_canonical,structure_completeness,missing_reason
Cancer_PID_1057,Xylene,1330-20-7,Cc1cccc(C)c1,True,Cc1cccc(C)c1,complete,present
Cancer_PID_1057,Ethylbenzene,100-41-4,CCc1ccccc1,True,CCc1ccccc1,complete,present
Cancer_PID_1057,Cumene,98-82-8,CC(C)c1ccccc1,True,CC(C)c1ccccc1,complete,present
Cancer_PID_108,Lamivudine,134678-17-4,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,True,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,complete,present
Cancer_PID_12,3'-Azido-3'-Deoxythymidine,,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,True,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,complete,present
Cancer_PID_12,Lamivudine,,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,True,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,complete,present
Cancer_PID_13,3'-Azido-3'-Deoxythymidine,,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,True,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,complete,present
Cancer_PID_13,Lamivudine,,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,True,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,complete,present
Cancer_PID_13,Nelfinavir Mesylate,,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,True,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,complete,present
Cancer_PID_14,3'-Azido-3'-Deoxythymidine,,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,True,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,complete,present
Cancer_PID_14,Lamivudine,,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,True,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,complete,present
Cancer_PID_14,Nevirapine,,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,True,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,complete,present
Cancer_PID_141,Beta-nitrostyrene,,O=[N+]([O-])C=Cc1ccccc1,True,O=[N+]([O-])C=Cc1ccccc1,complete,present
Cancer_PID_141,Styrene,,C=Cc1ccccc1,True,C=Cc1ccccc1,complete,present
Cancer_PID_15,3'-Azido-3'-deoxythymidine,,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,True,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,complete,present
Cancer_PID_15,"2',3'-Dideoxycytidine",,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,True,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,complete,present
Cancer_PID_159,Bisether,,,,,partial,collection_gap_candidate
Cancer_PID_159,2-Chloro-1-methylethylether,,CC(CCl)OC(C)CCl,True,CC(CCl)OC(C)CCl,partial,present
Cancer_PID_16,3'-Azido-3'-deoxythymidine,,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,True,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,complete,present
Cancer_PID_16,"2',3'-Dideoxyinosine",,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,True,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,complete,present
Cancer_PID_6,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",57653-85-7,Clc1cc2c(c(Cl)c1Cl)Oc1cc(Cl)c(Cl)c(Cl)c1O2,True,Clc1cc2c(c(Cl)c1Cl)Oc1cc(Cl)c(Cl)c(Cl)c1O2,complete,present
Cancer_PID_6,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",19408-74-3,Clc1cc2c(c(Cl)c1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,True,Clc1cc2c(c(Cl)c1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,complete,present
Cancer_PID_9,"2,4-Dinitrotoluene",121-14-2,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],True,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],complete,present
Cancer_PID_9,"2,6-Dinitrotoluene",606-20-2,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],True,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],complete,present
Cancer_PID_957,TEF evaluation (Binary mixture,,,,,none,collection_gap_candidate
Cancer_PID_957,PCB 126/PCB 153),,,,,none,collection_gap_candidate
Cancer_PID_958,TEF evaluation,,,,,none,collection_gap_candidate
Cancer_PID_959,Polychlorinated Biphenyls (PCBs),1336-36-3,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,True,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,complete,present
Cancer_PID_959,PCB 118,31508-00-6,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,True,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,complete,present
Cancer_PID_97,"Asbestos, Amosite",12172-73-5,O=[Si](O[Si]([O-])([O-])[O-])O[Si]([O-])([O-])O[Si](=O)O[Si]([O-])([O-])O[Si]([O-])([O-])O[Si](=O)O[Si]([O-])([O-])[O-].[Fe+2].[Fe+2].[Fe+2].[Fe+2].[Fe+2].[Fe+2].[Fe+2].[OH-].[OH-],True,O=[Si](O[Si]([O-])([O-])[O-])O[Si]([O-])([O-])O[Si](=O)O[Si]([O-])([O-])O[Si]([O-])([O-])O[Si](=O)O[Si]([O-])([O-])[O-].[Fe+2].[Fe+2].[Fe+2].[Fe+2].[Fe+2].[Fe+2].[Fe+2].[OH-].[OH-],complete,present
Cancer_PID_97,"N,N-Dimethylhydrazine Standard",57-14-7,CN(C)N,True,CN(C)N,complete,present
Cancer_PID_97,"1,1-Dimethylhydrazine",57-14-7,CN(C)N,True,CN(C)N,complete,present
Cancer_PID_98,Chrysotile,12001-29-5,O.[Mg+2].[Mg+2].[Mg+2].[O-][Si]([O-])([O-])O.[O-][Si]([O-])([O-])O,True,O.[Mg+2].[Mg+2].[Mg+2].[O-][Si]([O-])([O-])O.[O-][Si]([O-])([O-])O,complete,present
Cancer_PID_99,Aspirin,,CC(=O)Oc1ccccc1C(=O)O,True,CC(=O)Oc1ccccc1C(=O)O,complete,present
Cancer_PID_99,Phenacetin,,CCOc1ccc(NC(C)=O)cc1,True,CCOc1ccc(NC(C)=O)cc1,complete,present
Cancer_PID_99,Caffeine,,Cn1c(=O)c2c(ncn2C)n(C)c1=O,True,Cn1c(=O)c2c(ncn2C)n(C)c1=O,complete,present
EyeIrritation6pack_PID10,단일 성분,,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,True,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,complete,present
EyeIrritation6pack_PID100,Mefenpyr-diethyl,,CCOC(=O)C1=NN(c2ccc(Cl)cc2Cl)C(C)(C(=O)OCC)C1,True,CCOC(=O)C1=NN(c2ccc(Cl)cc2Cl)C(C)(C(=O)OCC)C1,active_only,present
EyeIrritation6pack_PID100,Mesosulfuron-methyl,,COC(=O)c1ccc(CNS(C)(=O)=O)cc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,True,COC(=O)c1ccc(CNS(C)(=O)=O)cc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,active_only,present
EyeIrritation6pack_PID100,"Solvent Naphtha (petroleum), heavy >",,,,,active_only,principled_skip
EyeIrritation6pack_PID100,Docusate sodium <,,,,,active_only,principled_skip
EyeIrritation6pack_PID100,"Solvent Naphtha (petroleum), light aromatic >= 1.00 - <=",,,,,active_only,principled_skip
EyeIrritation6pack_PID100,Ethylhexan-1-ol <,,,,,active_only,principled_skip
EyeIrritation6pack_PID100,Naphthalene <,,,,,active_only,principled_skip
EyeIrritation6pack_PID100,Other ingredients (non-hazardous) to,,,,,active_only,principled_skip
EyeIrritation6pack_PID100,Iodosulfuron methyl ester sodium salt,144550-36-7,[Na+].COC(=O)C1=C(C=C(I)C=C1)S(=O)(=O)[N-]C(=O)NC1=NC(OC)=NC(C)=N1,True,COC(=O)c1ccc(I)cc1S(=O)(=O)[N-]C(=O)Nc1nc(C)nc(OC)n1.[Na+],active_only,present
EyeIrritation6pack_PID1000,Tri-allate,,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,True,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,active_only,present
EyeIrritation6pack_PID1000,Inert ingredients secret,,,,,active_only,principled_skip
EyeIrritation6pack_PID1000,Liquid Hydrocarbon secret to,,,,,active_only,principled_skip
EyeIrritation6pack_PID1001,"Synonyms : Trifloxysulfuron sodium,Trifloxysulfuron sodium salt",199119-58-9,COc1cc(OC)nc(NC(=O)[N-]S(=O)(=O)c2ncccc2OCC(F)(F)F)n1.[Na+],True,COc1cc(OC)nc(NC(=O)[N-]S(=O)(=O)c2ncccc2OCC(F)(F)F)n1.[Na+],complete,present
EyeIrritation6pack_PID1002,Trifluralin 480 g/L,1582-09-8,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],True,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],complete,present
EyeIrritation6pack_PID1004,Triticonazole,,CC1(C)CC/C(=C\c2ccc(Cl)cc2)C1(O)Cn1cncn1,True,CC1(C)CC/C(=C\c2ccc(Cl)cc2)C1(O)Cn1cncn1,complete,present
EyeIrritation6pack_PID1005,"Distillates (Petroleum), Hydrotreated Light",64742-47-8,,,,active_only,principled_skip
EyeIrritation6pack_PID1005,"1,2-Benzisothiazolin-3-one",2634-33-5,O=C1NSC2=C1C=CC=C2,True,O=c1[nH]sc2ccccc12,active_only,present
EyeIrritation6pack_PID1005,"1,3-Dimethylol-5,5-dimethylhydantoin",6440-58-0,CC1(C)N(CO)C(=O)N(CO)C1=O,True,CC1(C)C(=O)N(CO)C(=O)N1CO,active_only,present
EyeIrritation6pack_PID1005,5-(Hydroxymethyl)-2-furfural,67-47-0,OCC1=CC=C(O1)C=O,True,O=Cc1ccc(CO)o1,active_only,present
EyeIrritation6pack_PID1007,"Hexahydro-,3,5-tris(2-hydroxyethyl)-s-triazine",4719-04-4,OCCN1CN(CCO)CN(CCO)C1,True,OCCN1CN(CCO)CN(CCO)C1,complete,present
EyeIrritation6pack_PID1007,aminoethanol 1,141-43-5,NCCO,True,NCCO,complete,present
EyeIrritation6pack_PID1007,Diuron,330-54-1,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,True,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,complete,present
EyeIrritation6pack_PID1008,"water repellents and wood preservative be completely dry before glazing, painting, % VOC",,,,,active_only,principled_skip
EyeIrritation6pack_PID1008,Tebuconazole,107534-96-3,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,True,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,active_only,present
EyeIrritation6pack_PID1008,3-Iodo-2-propynyl-N-butylcarbamate,55406-53-6,CCCCNC(=O)OCC#CI,True,CCCCNC(=O)OCC#CI,active_only,present
EyeIrritation6pack_PID1008,Propiconazole,60207-90-1,CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,True,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,active_only,present
EyeIrritation6pack_PID1009,0.2 mg/M3 0.2 mg/M3 N/A No,,,,,active_only,principled_skip
EyeIrritation6pack_PID1009,Trifloxysulfuron-sodium,199119-58-9,[Na+].COC1=CC(OC)=NC(NC(=O)[N-]S(=O)(=O)C2=NC=CC=C2OCC(F)(F)F)=N1,True,COc1cc(OC)nc(NC(=O)[N-]S(=O)(=O)c2ncccc2OCC(F)(F)F)n1.[Na+],active_only,present
EyeIrritation6pack_PID101,Thiencarbazone-methyl,317815-83-1,COC(=O)c1csc(C)c1S(=O)(=O)NC(=O)n1nc(OC)n(C)c1=O,True,COC(=O)c1csc(C)c1S(=O)(=O)NC(=O)n1nc(OC)n(C)c1=O,active_only,present
EyeIrritation6pack_PID101,Iodosulfuron-methyl-sodium,144550-36-7,COC(=O)c1ccc(I)cc1S(=O)(=O)[N-]C(=O)Nc1nc(C)nc(OC)n1.[Na+],True,COC(=O)c1ccc(I)cc1S(=O)(=O)[N-]C(=O)Nc1nc(C)nc(OC)n1.[Na+],active_only,present
EyeIrritation6pack_PID101,"Alkylnaphthalenesulfonic acid, polymer with",68425-94-5,,,,active_only,principled_skip
EyeIrritation6pack_PID101,"Aromatic hydrocarbons, C10-13, reaction products with",1258274-08-6,,,,active_only,principled_skip
EyeIrritation6pack_PID1011,Chlorpyrifos,2921-88-2,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,True,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,active_only,present
EyeIrritation6pack_PID1011,Bifenthrin,82657-04-3,Cc1c(COC(=O)[C@@H]2[C@H](/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,True,Cc1c(COC(=O)[C@@H]2[C@H](/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,active_only,present
EyeIrritation6pack_PID1011,Aromatic hydrocarbon 2 Moderate 2 Flammability,64742-94-5,,,,active_only,principled_skip
EyeIrritation6pack_PID1011,Napthalene (from aromatic hydrocarbon) 3 High 0 Reactivity,91-20-3,c1ccc2ccccc2c1,True,c1ccc2ccccc2c1,active_only,present
EyeIrritation6pack_PID1011,n-Butyl Alcohol,71-36-3,CCCCO,True,CCCCO,active_only,present
EyeIrritation6pack_PID1011,C(11-13) Branched Alkyl Benzene Sulfonic,68953-96-8,,,,active_only,principled_skip
EyeIrritation6pack_PID1012,Imidacloprid,138261-41-3,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,True,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,complete,present
EyeIrritation6pack_PID1013,Food 30.8 25.4 22.9,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,Beverages and tobacco 2.8 2.9 3.4,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,otal 33.6 28.3 26.3,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,Crude materials 1.7 2.9 0.8,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,Fuels 28.2 23.1 24.7,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,Oils and fats 0.4 0.2 0.2,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,otal 30.3 26.2 25.7,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,Chemicals 17.2 14.7 15.3,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,"Wood, textile, metals 12.1 13.5 13.1",,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,Machinery and transportation equipment 0.3 1.2 2.7,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,"Clothing, footwear, and similar items 6.4 16.0 16.8",,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,otal 36.0 45.4 47.9,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,Miscellaneous 0.1 0.1 0.1,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,9    Miscellaneous                          0.1    0.1     0.1       7.9,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,are of manufactures in total imports 50 54,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,are of manufactures in imports from CARIFTA sources 25 33,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,hare of manufactures in total exports 4 10,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,are of manufactures in exports to CARIFTA destinations 26 34,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,ARIFTA imports 8 9,,,,,active_only,principled_skip
EyeIrritation6pack_PID1013,Diflubenzuron,35367-38-5,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1,True,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,active_only,present
EyeIrritation6pack_PID1013,lambda-Cyhalothrin,91465-08-6,CC1(C)[C@H](C=C(/Cl)C(F)(F)F)[C@@H]1C(=O)O[C@@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,True,CC1(C)[C@H](C=C(Cl)C(F)(F)F)[C@@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,active_only,present
EyeIrritation6pack_PID1016,,,,,,active_only,principled_skip
EyeIrritation6pack_PID1016,DEET,134-62-3,CCN(CC)C(=O)C1=CC=CC(C)=C1,True,CCN(CC)C(=O)c1cccc(C)c1,active_only,present
EyeIrritation6pack_PID1018,Sulphur 70.00 DNA DNA DNA,7704-34-9,[S],True,[S],complete,present
EyeIrritation6pack_PID1018,Tebuconazole,107534-96-3,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,True,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,complete,present
EyeIrritation6pack_PID1019,cypermethrin cis/trans +/- /60,,,,,active_only,principled_skip
EyeIrritation6pack_PID1019,Light aromatic naptha,,,,,active_only,principled_skip
EyeIrritation6pack_PID1019,Cypermethrin,52315-07-8,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,True,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,active_only,present
EyeIrritation6pack_PID102,Content (W/W),67485-29-4,CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,True,CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,complete,present
EyeIrritation6pack_PID1020,4-Dichlorophenoxy)aceticacid(ISO) 300g/L,,,,,active_only,principled_skip
EyeIrritation6pack_PID1020,"Poly(oxy-1,2-ethanediyl),.alpha.-[(1,1,3,3-tetramethylbutyl",,,,,active_only,principled_skip
EyeIrritation6pack_PID1020,Picloram(presentashexyloxypropylaminesalt) 75g/L,,,,,active_only,principled_skip
EyeIrritation6pack_PID1020,2-butoxyethanol,,CCCCOCCO,True,CCCCOCCO,active_only,present
EyeIrritation6pack_PID1020,Pendimethalin,40487-42-1,CCC(CC)NC1=C(C=C(C)C(C)=C1[N+]([O-])=O)[N+]([O-])=O,True,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],active_only,present
EyeIrritation6pack_PID1021,"Glyphosate(asmonomethylamine,ammoniumand 450g/L)",,,,,active_only,principled_skip
EyeIrritation6pack_PID1021,Surfactant,,,,,active_only,principled_skip
EyeIrritation6pack_PID1021,Glyphosate,1071-83-6,OC(=O)CNCP(O)(O)=O,True,O=C(O)CNCP(=O)(O)O,active_only,present
EyeIrritation6pack_PID1022,Imidacloprid,138261-41-3,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,True,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,complete,present
EyeIrritation6pack_PID1023,Methanol,,CO,True,CO,complete,present
EyeIrritation6pack_PID1023,Trichloroisocyanuric Acid,,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,True,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,complete,present
EyeIrritation6pack_PID1023,"2,4,6,8-Tetramethyl-1,3,5,7-tetroxocane",108-62-3,CC1OC(C)OC(C)OC(C)O1,True,CC1OC(C)OC(C)OC(C)O1,complete,present
EyeIrritation6pack_PID1024,"Metconazole (-[(4-chlorophenyl)methyl]-2,2-dimethyl-1-(1H-1,2,4- 38-43 Active Ingredient",,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,True,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,complete,present
EyeIrritation6pack_PID1024,Glycerine 3-5 Solvent,,OCC(O)CO,True,OCC(O)CO,complete,present
EyeIrritation6pack_PID1025,"Metconazole (-[(4-chlorophenyl)methyl]-2,2-dimethyl-1-(1H-1,2,4- 48.5 - 51.5 Active Ingredient",125116-23-6,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,True,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,complete,present
EyeIrritation6pack_PID1026,Deltamethrin,52918-63-5,CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,True,CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,complete,present
EyeIrritation6pack_PID1026,Etoxazole,153233-91-1,CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F,True,CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,complete,present
EyeIrritation6pack_PID1026,Fenpropathrin,39515-41-8,CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,True,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,complete,present
EyeIrritation6pack_PID1027,Imazosulfuron Technical,,,,,active_only,principled_skip
EyeIrritation6pack_PID1027,"4,7,9-tetramethyl-5-decyne-4,7-diol",,,,,active_only,principled_skip
EyeIrritation6pack_PID1027,Polyoxyethylene-polyoxypropylene,,C1CO1.CC1CO1,True,C1CO1.CC1CO1,active_only,present
EyeIrritation6pack_PID1027,Kaolin clay,,,,,active_only,principled_skip
EyeIrritation6pack_PID1027,Imazosulfuron,122548-33-8,COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=C(Cl)N=C3C=CC=CN23)=N1,True,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(Cl)nc3ccccn23)n1,active_only,present
EyeIrritation6pack_PID1028,Bifenthrin,82657-04-3,Cc1c(COC(=O)[C@@H]2[C@H](/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,True,Cc1c(COC(=O)[C@@H]2[C@H](/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,complete,present
EyeIrritation6pack_PID1028,Pyraclostrobin,175013-18-0,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,True,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,complete,present
EyeIrritation6pack_PID1028,Propylene glycol 5-10,57-55-6,CC(O)CO,True,CC(O)CO,complete,present
EyeIrritation6pack_PID1028,Metconazole,125116-23-6,CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,True,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,complete,present
EyeIrritation6pack_PID1028,1-Methyl-2-nitro-3-((tetrahydrofuran-3-yl)methyl)guanidine,165252-70-0,CNC(NCC1CCOC1)=N[N+]([O-])=O,True,CNC(=N[N+](=O)[O-])NCC1CCOC1,complete,present
EyeIrritation6pack_PID1029,Potassium salt of glyphosate,70901-12-1,O=C(O)CNCP(=O)([O-])O.[K+],True,O=C(O)CNCP(=O)([O-])O.[K+],active_only,present
EyeIrritation6pack_PID1029,"Alcohols, C12-16-alkyl ethers, propoxylated, aminated",176022-82-5,,,,active_only,principled_skip
EyeIrritation6pack_PID1029,Flumioxazin,103361-09-7,FC1=CC2=C(C=C1N1C(=O)C3=C(CCCC3)C1=O)N(CC#C)C(=O)CO2,True,C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,active_only,present
EyeIrritation6pack_PID1029,Pyroxasulfone,447399-55-5,CN1N=C(C(CS(=O)(=O)C2=NOC(C)(C)C2)=C1OC(F)F)C(F)(F)F,True,Cn1nc(C(F)(F)F)c(CS(=O)(=O)C2=NOC(C)(C)C2)c1OC(F)F,active_only,present
EyeIrritation6pack_PID103,Glycerol,,OCC(O)CO,True,OCC(O)CO,complete,present
EyeIrritation6pack_PID103,Propylene Glycol,,CC(O)CO,True,CC(O)CO,complete,present
EyeIrritation6pack_PID103,Azoxystrobin,,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,True,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,complete,present
EyeIrritation6pack_PID103,(R)-Metalaxyl,,COCC(=O)N(c1c(C)cccc1C)[C@H](C)C(=O)OC,True,COCC(=O)N(c1c(C)cccc1C)[C@H](C)C(=O)OC,complete,present
EyeIrritation6pack_PID103,(S)-metalaxyl,,COCC(=O)N(c1c(C)cccc1C)[C@@H](C)C(=O)OC,True,COCC(=O)N(c1c(C)cccc1C)[C@@H](C)C(=O)OC,complete,present
EyeIrritation6pack_PID103,Fludioxonil,,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,True,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,complete,present
EyeIrritation6pack_PID103,Thiabendazole,,c1ccc2[nH]c(-c3cscn3)nc2c1,True,c1ccc2[nH]c(-c3cscn3)nc2c1,complete,present
EyeIrritation6pack_PID103,Abamectin,,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,True,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,complete,present
