Formulation_ID,Formulation_Name,Audit_Status,recommendation,priority,current_n_cas,current_n_smiles,current_n_ing,Formulation_Ingredients_CAS,Formulation_Ingredients_SMILES,Formulation_Ingredients_PubChem_CID,Audit_Issues
MIX1035,Geranium oil Moroccan,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,8000-46-2,,,
MIX743,BASF MCPP-P,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,1,1,1929-29-9,,,
MIX1016,Ho leaf oil,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,8022-91-1,,,
MIX1017,Lemon oil distilled,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,8008-56-8,,,
MIX1018,Lemon oil expressed,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,8008-56-8,,,
MIX1027,Methyl ester of rosin (partially hydrogenated),MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,8050-15-5,,,
MIX1033,"Fir needle oil, Canadian",MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,8021-29-2,,,
MIX742,Apogee,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,7732-18-5,,,
MIX1040,Genet absolute,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,8023-80-1 | 90131-21-8,,,
MIX1062,Lavender oil,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,90063-37-9,,,
MIX815,Soap 20/80 coconut oil/tallow,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,67762-26-9,,,
MIX1077,Fluorinated graphite,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,51311-17-2,,,
EyeIrritation6pack_PID332,DP210 Professional Insecticide,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,1,1,52918-63-5,CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,40585,
EyeIrritation6pack_PID291,Cyproconazole,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,1,1,94361-06-5,CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O,86132,
MIX886,Violet leaf absolute,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,90147-36-7 | 8024-08-6,,,
MIX1059,Ale oil,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,64742-54-7 | 72623-87-1 | 64742-55-8,,,
MIX1011,Tangelo oil,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,8016-85-1 | 93686-22-7,,,
MIX899,Castoreum,MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,0,0,64-17-5,,,
EyeIrritation6pack_PID10,"2,4-DP [(2,4-Dichlorophenoxy) propionic acid]",MATCH,RECOVER_CAS_HIGH_CONFIDENCE,0,0,1,1,120-36-5,CC(C(=O)O)OC1=C(C=C(C=C1)Cl)Cl,8427,
MIX1046,Wintergreen oil,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,68917-75-9,,,WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3
MIX1026,Geranium oil bourbon,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,20,20,8000-46-2 | 90082-51-2 | 106-22-9 | 106-24-1 | 105-85-1 | 491-07-6 | 105-86-2 | 87-44-5 | 78-70-6 | 5392-40-5 | 99-87-6 | 1139-30-6 | 106-25-2 | 10458-14-7 | 150-84-5 | 105-87-3 | 80-56-8 | 98-55-5 | 1365-19-1 | 106-23-0 | 127-91-3 | 5989-27-5,,8842 | 637566 | 7778 | 6986 | 5282109 | 5281515 | 6549 | 638011 | 7463 | 1742210 | 643820 | 6986 | 9017 | 1549026 | 6654 | 17100 | 22310 | 7794 | 14896 | 440917,WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3
MIX1028,"Cinnamon leaf oil, Ceylon",EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,8015-91-6 | 84649-98-9,,,SECTION_3_NOT_FOUND
MIX1031,Eucalyptus oil,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,8000-48-4,,,SECTION_3_NOT_FOUND
MIX1036,Pimenta leaf oil,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,93-15-2,,,SECTION_3_NOT_FOUND
MIX1038,Armoise oil,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,8008-93-3 | 18162-48-6 | 872-50-4 | 0-26-0,,,SECTION_3_NOT_FOUND
EyeIrritation6pack_PID426,Fenpropimorph,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,3,3,67564-91-4 | 108-94-1 | 10-00-7 | 78-83-1 | 108-00-1,,93365 | 7967 | 6560,INVALID_WORKBOOK_CAS
MIX786,Duoquad T50,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,8030-78-2,,,SECTION_3_NOT_FOUND
MIX1049,Pinus nigra oil,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,8000-26-8 | 1-20-1 | 80-56-8 | 5989-54-8 | 127-91-3 | 79-92-5 | 99-87-6 | 555-10-2 | 562-74-3 | 8000-41-7 | 98-82-8 | 138-86-3,,,INVALID_WORKBOOK_CAS | SECTION_3_NOT_FOUND
MIX1061,Abies sachalinensis oil,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,110-86-1,,,SECTION_3_NOT_FOUND
MIX1023,Amyris oil acetylated,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,90320-49-3 | 8015-65-4 | 495-60-3 | 495-61-4 | 40716-66-3 | 7212-44-4 | 4602-84-0,,,WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3
MIX1063,Camphor oil white,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,12,12,92201-50-8 | 8022-91-1 | 8008-51-3 | 470-82-6 | 5989-27-5 | 80-56-8 | 99-87-6 | 99-85-4 | 127-91-3 | 99-83-2 | 202-72-5 | 123-35-3 | 3387-41-5 | 586-62-9 | 98-55-5 | 562-74-3,,2758 | 440917 | 6654 | 7463 | 7461 | 14896 | 7460 | 31253 | 18818 | 11463 | 17100 | 11230,INVALID_WORKBOOK_CAS | WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3
MIX1069,"Jasmin absolute (Egypt), mix",EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,84776-64-7 | 127-51-5 | 122-40-7 | 101-85-9 | 105-13-5 | 100-51-6 | 120-51-4 | 103-41-3 | 118-58-1 | 80-54-6 | 104-55-2 | 104-54-1 | 106-26-3 | 141-27-5 | 5392-40-5 | 106-22-9 | 1117-61-9 | 141-25-3 | 6812-78-8 | 68916-43-8 | 7540-51-4 | 91-64-5 | 97-53-0 | 90028-67-4 | 90028-68-5 | 4602-84-0 | 106-24-1 | 101-86-0 | 107-75-5 | 31906-04-4 | 97-54-1 | 138-86-3 | 5989-27-5 | 5989-54-8 | 126-90-9 | 126-91-0 | 78-70-6 | 111-12-6 | 140-29-4 | 140-11-4 | 150-86-7 | 120-72-9 | 85-91-6 | 1319-77-3 | 93-58-3,,,WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3
MIX1070,Bergamot oil rectified,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,89957-91-5,,,WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3
MIX1072,"Bitter fennel, mix",EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,6,6,84625-39-8 | 80-56-8 | 29-00-7 | 5989-27-5 | 123-35-3 | 127-91-3 | 140-67-0 | 4180-23-8,,6654 | 440917 | 31253 | 14896 | 8815 | 637563,INVALID_WORKBOOK_CAS
MIX1073,Costus oil,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,8023-88-9 | 18162-48-6 | 872-50-4,,,SECTION_3_NOT_FOUND
MIX1075,Cinnamon bark oil,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,84649-98-9 | 8015-91-6 | 120-51-4 | 87-44-5 | 104-55-2 | 97-53-0 | 93-28-7 | 138-86-3 | 7705-14-8 | 5989-54-8 | 5989-27-5 | 78-70-6 | 80-56-8 | 7785-70-8 | 127-91-3 | 18172-67-3 | 94-59-7,,,WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3
MIX1078,Etoxazole (S-1283),EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,153233-91-1,,,WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3
EyeIrritation6pack_PID343,Drexel Suffa-8,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,1,2,7704-34-9,S,5362487,WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3
EyeIrritation6pack_PID310,Devrinol 2-EC Ornamental Herbicide,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,1,1,15299-99-7,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21,27189,WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3
EyeIrritation6pack_PID267,Coumaphos (#N/A),EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,1,1,56-72-4 | 38-00-3,,2871,INVALID_WORKBOOK_CAS
EyeIrritation6pack_PID220,Cheminova Abamectin,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,3,71751-41-2 | 871-50-4 | 128-37-0,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C.C[C@H]1/C=C/C=C/2\CO[C@H]3[C@@]2([C@@H](C=C([C@H]3O)C)C(=O)O[C@H]4C[C@@H](C/C=C(/[C@H]1O[C@H]5C[C@@H]([C@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)OC)\C)O[C@]7(C4)C=C[C@@H]([C@H](O7)C(C)C)C)O | CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,9920327 | 31404,INVALID_WORKBOOK_CAS
MIX1066,Bergamot oil expressed,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,8007-75-8 | 89957-91-5,,,SECTION_3_NOT_FOUND
MIX1022,Patchouly oil,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,8014-09-3 | 5986-55-0 | 3691-12-1 | 87-44-5,,,WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3
MIX1057,Ocotea cymbarum oil,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,68917-09-9 | 18162-48-6 | 872-50-4,,,SECTION_3_NOT_FOUND
EyeIrritation6pack_PID499,GF-184,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,6,6,81406-37-3 | 272-00-5 | 145701-23-1 | 230-00-7 | 64742-95-6 | 356-00-4 | 95-63-6 | 43-00-3 | 98-82-8 | 57-55-6 | 108-67-8 | 25-00-5,,54745 | 11700495 | 7247 | 7406 | 1030 | 7947,INVALID_WORKBOOK_CAS
MIX1000,Fir balsam Oregon,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,8007-47-4 | 85085-34-3 | 127-91-3 | 80-56-8 | 555-10-2 | 5989-27-5 | 13466-78-9 | 79-92-5 | 123-35-3 | 475-20-7 | 586-62-9 | 98-55-5,,,WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3
MIX1003,Linaloe wood oil,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,78-70-6 | 7212-44-4 | 123-35-3 | 5989-27-5 | 141-12-8 | 105-87-3,,,SECTION_3_NOT_FOUND
MIX1005,Pimenta berry oil,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,0,0,93-15-2,,,SECTION_3_NOT_FOUND
EyeIrritation6pack_PID563,Jingma Glyphosate,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,1,1,1071-83-6 | 315-00-8,,3496,INVALID_WORKBOOK_CAS
MIX1020,Rosemary oil,EVIDENCE_WEAK,RECOVER_CAS_REVIEW,1,0,8,8,470-82-6 | 464-49-3 | 5989-27-5 | 96-00-2 | 80-56-8 | 98-55-5 | 106-22-9 | 79-92-5 | 99-87-6 | 94-00-1,,2758 | 159055 | 440917 | 6654 | 17100 | 8842 | 6616 | 7463,INVALID_WORKBOOK_CAS
MIX111,Cheminova Abamectin,EVIDENCE_WEAK,RECOVER_SMILES_ONLY,2,1,0,3,71751-41-2 | 871-50-4 | 128-37-0,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C.C[C@H]1/C=C/C=C/2\CO[C@H]3[C@@]2([C@@H](C=C([C@H]3O)C)C(=O)O[C@H]4C[C@@H](C/C=C(/[C@H]1O[C@H]5C[C@@H]([C@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)OC)\C)O[C@]7(C4)C=C[C@@H]([C@H](O7)C(C)C)C)O | CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,9920327 | 31404,INVALID_WORKBOOK_CAS
EyeIrritation6pack_PID553,INDOX2,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,2,5,5,178928-70-6 | 98-86-2 | 42-00-1 | 104376-75-2 | 2687-94-7 | 98-00-0,,6451142 | 7410 | 3033871,INVALID_WORKBOOK_CAS | WORKBOOK_CAS_NOT_FOUND_IN_SOURCE | SECTION_3_HAS_EXTRA_SOURCE_CAS
MIX598,Pursuit/Dimethenamide,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,2,2,2,2008-39-1,,,SECTION_3_HAS_EXTRA_SOURCE_CAS
MIX395,OR-X123,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,3,3,5,1330-20-7 | 100-41-4 | 71-36-3 | 108-88-3,,,WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3 | SECTION_3_HAS_EXTRA_SOURCE_CAS
MIX687,Echo 825,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,1,1,1,1317-65-3,,,SECTION_3_NOT_FOUND | WORKBOOK_CAS_NOT_FOUND_IN_SOURCE
EyeIrritation6pack_PID306,Densil CA,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,2,3,5,112926-00-8,C1=CN(C(=O)N=C1N)[C@H]2/C(=C/F)/[C@@H]([C@H](O2)CO)O | O=[Si]=O,6435808 | 24261,SECTION_3_HAS_EXTRA_SOURCE_CAS
MIX389,NUP-06139 Herbicide,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,2,2,2,20-04-0,,,INVALID_WORKBOOK_CAS | SECTION_3_NOT_FOUND | WORKBOOK_INGREDIENT_NAMES_NOT_FOUND_IN_SOURCE
EyeIrritation6pack_PID796,Quadris Top,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,1,5,5,131860-33-8 | 256-00-8 | 68439-49-6 | 68425-94-5 | 67-56-1 | 2634-33-5 | 88-00-6 | 57-55-6,,3034285 | 887 | 17520 | 1030,WORKBOOK_CAS_NOT_FOUND_IN_SOURCE | SECTION_3_HAS_EXTRA_SOURCE_CAS
EyeIrritation6pack_PID29,Abamectin B1b,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,1,4,4,71751-41-2 | 98-86-2 | 67-56-1,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C.C[C@H]1/C=C/C=C/2\CO[C@H]3[C@@]2([C@@H](C=C([C@H]3O)C)C(=O)O[C@H]4C[C@@H](C/C=C(/[C@H]1O[C@H]5C[C@@H]([C@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)OC)\C)O[C@]7(C4)C=C[C@@H]([C@H](O7)C(C)C)C)O | CC(=O)C1=CC=CC=C1 | CO,9920327 | 7410 | 887,SOURCE_DOWNLOAD_FAILED: 403 Client Error: Forbidden for url: https://www.adama.com/israel-mcw/sites/adama_israel_makhteshim/files/product-documents/2023-11/invert%20abamectin%2018%20sds%202017_0.pdf | SUPPLEMENTAL_ATTENTION_REQUIRED: SOURCE_SCOPE_NOT_EXACT | WORKBOOK_INGREDIENT_NOT_FOUND_IN_SOURCE | SUPPLEMENTAL_ATTENTION_REQUIRED: NO_HIGHLIGHTED_SOURCE | SOURCE_SCOPE_NOT_EXACT | WORKBOOK_INGREDIENT_NOT_FOUND_IN_SOURCE | SUPPLEMENTAL_ATTENTION_REQUIRED: SOURCE_SCOPE_NOT_EXACT | OCCURRENCE_UNRESOLVED | MANUAL_REVIEW_REQUIRED | SUPPLEMENTAL_ATTENTION_REQUIRED: SOURCE_SCOPE_NOT_EXACT | OCCURRENCE_MISMATCH | MANUAL_REVIEW_REQUIRED
MIX135,Cymoxanil,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,1,1,1,57966-95-7 | 35-00-5,CCNC(=O)NC(=O)/C(=N/OC)/C#N,5364079,INVALID_WORKBOOK_CAS | SECTION_3_NOT_FOUND | WORKBOOK_CAS_NOT_FOUND_IN_SOURCE
EyeIrritation6pack_PID464,Flutriafol,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,1,2,4,75-05-8 | 1-00-3,CC#N,6342,SECTION_3_NOT_FOUND | WORKBOOK_CAS_NOT_FOUND_IN_SOURCE
EyeIrritation6pack_PID28,Abamectin B1a,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,1,4,4,71751-41-2 | 98-86-2 | 67-56-1,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C.C[C@H]1/C=C/C=C/2\CO[C@H]3[C@@]2([C@@H](C=C([C@H]3O)C)C(=O)O[C@H]4C[C@@H](C/C=C(/[C@H]1O[C@H]5C[C@@H]([C@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)OC)\C)O[C@]7(C4)C=C[C@@H]([C@H](O7)C(C)C)C)O | CC(=O)C1=CC=CC=C1 | CO,9920327 | 7410 | 887,SOURCE_DOWNLOAD_FAILED: 403 Client Error: Forbidden for url: https://www.adama.com/israel-mcw/sites/adama_israel_makhteshim/files/product-documents/2023-11/invert%20abamectin%2018%20sds%202017_0.pdf | SUPPLEMENTAL_ATTENTION_REQUIRED: SOURCE_SCOPE_NOT_EXACT | WORKBOOK_INGREDIENT_NOT_FOUND_IN_SOURCE | SUPPLEMENTAL_ATTENTION_REQUIRED: NO_HIGHLIGHTED_SOURCE | SOURCE_SCOPE_NOT_EXACT | WORKBOOK_INGREDIENT_NOT_FOUND_IN_SOURCE | SUPPLEMENTAL_ATTENTION_REQUIRED: SOURCE_SCOPE_NOT_EXACT | OCCURRENCE_UNRESOLVED | MANUAL_REVIEW_REQUIRED | SUPPLEMENTAL_ATTENTION_REQUIRED: SOURCE_SCOPE_NOT_EXACT | OCCURRENCE_MISMATCH | MANUAL_REVIEW_REQUIRED
MIX86,Captevate 68 WDG,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,2,3,3,133-06-2 | 8061-51-6,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl | CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl | COC1=CC=CC(=C1O)CC(CS(=O)(=O)[O-])OC2=C(C=C(C=C2)CCCS(=O)(=O)[O-])OC.[Na+].[Na+],8606 | 213031 | 44135711,SECTION_3_HAS_EXTRA_SOURCE_CAS
MIX145,Densil CA,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,2,3,5,112926-00-8,C1=CN(C(=O)N=C1N)[C@H]2/C(=C/F)/[C@@H]([C@H](O2)CO)O | O=[Si]=O,6435808 | 24261,SECTION_3_HAS_EXTRA_SOURCE_CAS
EyeIrritation6pack_PID258,Consus Glyphosate,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,1,1,1,1071-83-6 | 315-00-8,C(C(=O)O)NCP(=O)(O)O,3496,INVALID_WORKBOOK_CAS | SECTION_3_NOT_FOUND | WORKBOOK_CAS_NOT_FOUND_IN_SOURCE
MIX149,Devrinol 3.75 SC Selective Herbicide,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,3,3,3,15299-99-7 | 107-21-1 | 27-00-1 | 68131-39-5 | 2634-33-5 | 88-00-6,,27189 | 174 | 17520,INVALID_WORKBOOK_CAS | WORKBOOK_CAS_NOT_FOUND_IN_SOURCE | SECTION_3_HAS_EXTRA_SOURCE_CAS
MIX375,Quadris Top,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,2,5,5,131860-33-8 | 256-00-8 | 68439-49-6 | 68425-94-5 | 67-56-1 | 2634-33-5 | 88-00-6 | 57-55-6,,3034285 | 887 | 17520 | 1030,WORKBOOK_CAS_NOT_FOUND_IN_SOURCE | SECTION_3_HAS_EXTRA_SOURCE_CAS
EyeIrritation6pack_PID241,Clincher CA,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,1,1,3,87392-12-9 | 99734-09-5 | 26264-06-2 | 64742-94-5 | 78-83-1,CCC1=CC=CC(=C1N([C@@H](C)COC)C(=O)CCl)C | CCCCCCCCCCCC.CCCCCCCCCCCC.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-].[Ca+2] | CC(C)CO,11140605 | 156614057 | 6560,SOURCE_DOWNLOAD_FAILED: 403 Client Error: Forbidden for url: https://www.adama.com/south-africa/sites/adama_south_africa/files/downloads/clincher_s_sds_v1.0_20190315.pdf | SUPPLEMENTAL_ATTENTION_REQUIRED: SOURCE_SCOPE_NOT_EXACT | WORKBOOK_CAS_NOT_FOUND_IN_SOURCE | WORKBOOK_INGREDIENT_NOT_FOUND_IN_SOURCE | SUSPICIOUS_WORKBOOK_INGREDIENT_TEXT | SUPPLEMENTAL_ATTENTION_REQUIRED: NO_HIGHLIGHTED_SOURCE | SOURCE_SCOPE_NOT_EXACT | WORKBOOK_CAS_NOT_FOUND_IN_SOURCE | WORKBOOK_INGREDIENT_NOT_FOUND_IN_SOURCE | SUSPICIOUS_WORKBOOK_INGREDIENT_TEXT | SUPPLEMENTAL_ATTENTION_REQUIRED: SOURCE_SCOPE_NOT_EXACT | OCCURRENCE_MISMATCH | OCCURRENCE_UNRESOLVED | MANUAL_REVIEW_REQUIRED | SUPPLEMENTAL_ATTENTION_REQUIRED: SOURCE_SCOPE_NOT_EXACT | OCCURRENCE_MISMATCH | MANUAL_REVIEW_REQUIRED
MIX881,Parsley seed oil,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,1,0,0,84012-33-9 | 8000-68-8,,,WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3 | SECTION_3_HAS_EXTRA_SOURCE_CAS
MIX884,Laurel leaf oil,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,1,1,1,470-82-6 | 470-67-7,,,SECTION_3_HAS_EXTRA_SOURCE_CAS
EyeIrritation6pack_PID222,Chemsico Aerosol LEG,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,3,3,5,67-64-1 | 106-97-8 | 1330-20-7,,,WORKBOOK_CAS_FOUND_OUTSIDE_SECTION_3 | SECTION_3_HAS_EXTRA_SOURCE_CAS
MIX569,Ridomil Gold MZ WG,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,2,2,5,8018-01-7 | 76-00-1 | 70630-17-0 | 163-00-0,C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Zn+2] | CC1=C(C(=CC=C1)C)N([C@H](C)C(=O)OC)C(=O)COC,3034368 | 11150163,SOURCE_DOWNLOAD_FAILED: 403 Client Error: Forbidden for url: https://www.adama.com/israel-agan/sites/adama_israel_agan/files/product-documents/2021-11/RIDOMIL%20GOLD%20MZ%20WG.pdf | SUPPLEMENTAL_ATTENTION_REQUIRED: SOURCE_SCOPE_NOT_EXACT | WORKBOOK_INGREDIENT_NOT_FOUND_IN_SOURCE | SUSPICIOUS_WORKBOOK_INGREDIENT_TEXT | SUPPLEMENTAL_ATTENTION_REQUIRED: NO_HIGHLIGHTED_SOURCE | SOURCE_SCOPE_NOT_EXACT | WORKBOOK_INGREDIENT_NOT_FOUND_IN_SOURCE | SUSPICIOUS_WORKBOOK_INGREDIENT_TEXT | SUPPLEMENTAL_ATTENTION_REQUIRED: SOURCE_SCOPE_NOT_EXACT | OCCURRENCE_UNRESOLVED | MANUAL_REVIEW_REQUIRED | SUPPLEMENTAL_ATTENTION_REQUIRED: SOURCE_SCOPE_NOT_EXACT | OCCURRENCE_MISMATCH | OCCURRENCE_UNRESOLVED | MANUAL_REVIEW_REQUIRED | SUPPLEMENTAL_ATTENTION_REQUIRED: SOURCE_SCOPE_NOT_EXACT | OCCURRENCE_MISMATCH | MANUAL_REVIEW_REQUIRED
EyeIrritation6pack_PID960,Tempo 0.1 Granular Insecticide,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,1,7,7,56-81-5 | 112926-00-8 | 1820573-27-0 | 14548-60-8 | 55965-84-9 | 2682-20-4,C(C(CO)O)O | O=[Si]=O | CC1([C@H](C1C=C(Cl)Cl)C(=O)O[C@@H](C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C | C1=CC=C(C=C1)COCO | CN1C(=O)C=CS1.CN1C(=O)C=C(S1)Cl | CN1C(=O)C=CS1,753 | 24261 | 56608859 | 84520 | 41679 | 39800,SECTION_3_HAS_EXTRA_SOURCE_CAS
MIX889,"Fir needle oil, Siberian",MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,1,0,0,79-92-5,,,SECTION_3_HAS_EXTRA_SOURCE_CAS
EyeIrritation6pack_PID287,Cymoxanil,MISMATCH,MANUAL_REVIEW_CONFLICTING_CAS,3,1,1,1,57966-95-7 | 35-00-5,CCNC(=O)NC(=O)/C(=N/OC)/C#N,5364079,INVALID_WORKBOOK_CAS | SECTION_3_NOT_FOUND | WORKBOOK_CAS_NOT_FOUND_IN_SOURCE
