우선순위,endpoint,Formulation_ID,product_name,현재라벨,현재이진,마스크적용,원문URL,URL출처컬럼,로컬보유,doc_source,doc_rel,판정결과(양성/음성/판별불가),H코드,원문근거문장,확인자,확인일
1,eye,MIX1072,"Bitter fennel, mix",NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/5de83797814ec23f_highlighted.pdf,,,,,
1,eye,MIX112,Clothiandin 600 FS,NC,0,예,https://www.chemblink.com/MSDSFiles/210880-92-5Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G029_210880-92-5_ChemBlink_Sigma_highlighted.pdf,,,,,
1,eye,MIX114,Clothianidin,NC,0,예,https://www.chemblink.com/MSDSFiles/210880-92-5Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G029_210880-92-5_ChemBlink_Sigma_highlighted.pdf,,,,,
1,eye,MIX116,Copper Oxide,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/1fd258822e295cf0_highlighted.pdf,,,,,
1,eye,MIX13,Abamectin B1a,NC,0,예,https://www.chemblink.com/MSDSFiles/71751-41-2Sigma-Aldrich.pdf | https://www.chemblink.com/MSDSFiles/98-86-2Sigma-Aldrich.pdf | https://www.chemblink.com/MSDSFiles/67-56-1Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G028_71751-41-2_ChemBlink_Sigma_highlighted.pdf,,,,,
1,eye,MIX142,Decis 1.0 Gel,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/417529ce078df58e_highlighted.pdf,,,,,
1,eye,MIX15,Abamectin B1b,NC,0,예,https://www.chemblink.com/MSDSFiles/71751-41-2Sigma-Aldrich.pdf | https://www.chemblink.com/MSDSFiles/98-86-2Sigma-Aldrich.pdf | https://www.chemblink.com/MSDSFiles/67-56-1Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G028_71751-41-2_ChemBlink_Sigma_highlighted.pdf,,,,,
1,eye,MIX194,Ethofumesate (#N/A),NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/6343986e65128ec1_highlighted.pdf,,,,,
1,eye,MIX203,Fenhexamid(95.5%),NC,0,예,https://www.chemblink.com/MSDSFiles/126833-17-8Sigma-Aldrich.pdf,p1_source_url,아니오,local,ingredient_source_audit/highlighted/e4d47b99d2587d3c_highlighted.pdf,,,,,
1,eye,MIX217,Folicur 1. 2 emulsifiable concentrate(16.6),NC,0,예,https://www.chemblink.com/MSDSFiles/107534-96-3Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G039_107534-96-3_ChemBlink_Sigma_highlighted.pdf,,,,,
1,eye,MIX222,Flufenacet & Isoxaflutole SC Herbicide,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/409beaa5d1f77869_highlighted.pdf,,,,,
1,eye,MIX227,Foundation Lite,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/91a039fb3c299dad_highlighted.pdf,,,,,
1,eye,MIX23,Acephate,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/e24b8e39082df840_highlighted.pdf,,,,,
1,eye,MIX245,Gharda Permethrin(94%),NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/75eb485b35e71c8d_highlighted.pdf,,,,,
1,eye,MIX280,Kendo 22.8 CS,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/9dc1c55fccdaa795_highlighted.pdf,,,,,
1,eye,MIX294,Ironclad Herbicide,NC,0,예,https://www.crcindustries.com/media/msdsen/msds_en-1003169.pdf,tox_source_url,아니오,url,,,,,,
1,eye,MIX329,Mon 58416,NC,0,예,https://www.chemblink.com/MSDSFiles/532-43-4Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G022_sigma_mirror_sds_pdf_3a705fd60f882a03_highlighted.pdf,,,,,
1,eye,MIX339,MZ 75DF Agricultural Fungicide,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/006acc377a090f61_highlighted.pdf,,,,,
1,eye,MIX342,Nemathorin 500EC,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/64126d32834644ab_highlighted.pdf,,,,,
1,eye,MIX345,NEU1171H,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/0504e3ad50d63ff1_highlighted.pdf,,,,,
1,eye,MIX351,Mon 37500,NC,0,예,https://pubchem.ncbi.nlm.nih.gov/compound/86426,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/7e38bd5df89712c0_highlighted.pdf,,,,,
1,eye,MIX364,Prohexadione calcium(89.9%),NC,0,예,https://www.chemblink.com/MSDSFiles/127277-53-6Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G015_127277-53-6_ChemBlink_Sigma_highlighted.pdf,,,,,
1,eye,MIX370,Punjab Tebuconazole,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/79a90a19c994074c_highlighted.pdf,,,,,
1,eye,MIX377,Quinoxyfen Manufacturing Use Concentrate,NC,0,예,https://www.pomerix.com/pesticides/quinoxyfen-manufacturing-use-concentrate,p1_source_url,아니오,local,ingredient_source_audit/highlighted/504b70f24956ee09_highlighted.pdf,,,,,
1,eye,MIX378,Raid Ant & Roach Killer with Germ Kill CIK,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/67317f1d65d94142_highlighted.pdf,,,,,
1,eye,MIX383,NNI-0001,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/ba0e013d21fa2454_highlighted.pdf,,,,,
1,eye,MIX397,Penbotec,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/722e874e7b3fa468_highlighted.pdf,,,,,
1,eye,MIX405,Rotam Imidacloprid,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/ec4a4c92622381e4_highlighted.pdf,,,,,
1,eye,MIX42,Aminopyralid,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/2ba9cc637fd8a601_highlighted.pdf,,,,,
1,eye,MIX431,Precise Acephate,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/ab7607502f17e0a8_highlighted.pdf,,,,,
1,eye,MIX434,Scimitar GR Insecticide,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/ec7e9870eec92980_highlighted.pdf,,,,,
1,eye,MIX44,Amitraz(98%),NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/18623e21ef4f7578_highlighted.pdf,,,,,
1,eye,MIX447,S-Metolachlor & Mesotrione,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/f7d0674de986bc8f_highlighted.pdf,,,,,
1,eye,MIX47,BAS 320 I Pro Fire Ant Bait,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/65ba622bb02581cf_highlighted.pdf,,,,,
1,eye,MIX494,Tital FL,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/434ba1b62496b644_highlighted.pdf,,,,,
1,eye,MIX517,VCP-01,NC,0,예,https://www3.epa.gov/pesticides/chem_search/ppls/089118-00001-20130603.pdf,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/4ae6d9fcb3da7345_highlighted.pdf,,,,,
1,eye,MIX527,Vitacon RTU FL Fungicide,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/fd2ea4ca4e1f1268_highlighted.pdf,,,,,
1,eye,MIX530,Voliam Flexi Insecticide,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/ddcc0c90471bab7e_highlighted.pdf,,,,,
1,eye,MIX545,V-10116 3.7 FS,NC,0,예,https://www.chemblink.com/MSDSFiles/56-81-5Sigma-Aldrich.pdf | https://www.chemblink.com/MSDSFiles/125116-23-6Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G041_56-81-5_ChemBlink_Sigma_highlighted.pdf,,,,,
1,eye,MIX547,XDE-PRDX,NC,0,예,https://cdn.caymanchem.com/cdn/msds/15605m.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G040_alternate_sds_pdf_76b1f244a1d1e120_highlighted.pdf,,,,,
1,eye,MIX555,Zampro Fungicide,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/ad11c7ed48807994_highlighted.pdf,,,,,
1,eye,MIX575,Acticide PM Industrial Mildewicide,NC,0,예,https://www.makingcosmetics.com/on/demandware.static/-/Sites-makingcosmetics-master/default/dw486ade05/msds/sds-sea-kelp-extract.pdf,tox_source_url,아니오,url,,,,,,
1,eye,MIX577,Axiom DF,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/01664de36b4b5495_highlighted.pdf,,,,,
1,eye,MIX581,DPX-E9636,NC,0,예,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/DuPont_Resolve_DF1d_Herbicide_MSDS.pdf,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/bd26a419ca333709_highlighted.pdf,,,,,
1,eye,MIX586,Fenhexamid(95.4%),NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/ec3e2fe2efdfd841_highlighted.pdf,,,,,
1,eye,MIX587,Folicur 1. 2 emulsifiable concentrate(15.4),NC,0,예,https://www.chemblink.com/MSDSFiles/107534-96-3Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G030_107534-96-3_ChemBlink_Sigma_highlighted.pdf,,,,,
1,eye,MIX589,Kixor Herbicide,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/b752aeb484e1c1a7_highlighted.pdf,,,,,
1,eye,MIX594,Multicide 28661,NC,0,예,http://ghstagc1.w40.wh-2.com/MSDS/1021-1856.pdf,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/485bf0f04619e39b_highlighted.pdf,,,,,
1,eye,MIX595,Orvego Fungicide,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/fda4f8c93049e4a3_highlighted.pdf,,,,,
1,eye,MIX612,Ultra P,NC,0,예,https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/18346908/JSON?heading=GHS+Classification,p1_source_url,아니오,local,ingredient_source_audit/highlighted/f13d509e7f969b51_highlighted.pdf,,,,,
1,eye,MIX618,Abamectin A1a,NC,0,예,https://chem.echa.europa.eu/api-substance/v1/substance?pageIndex=1&pageSize=10&searchText=65195-51-9,p1_source_url,아니오,local,ingredient_source_audit/highlighted/f880b1d4908ba51f_highlighted.pdf,,,,,
1,eye,MIX621,Abamectin B2a,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/f880b1d4908ba51f_highlighted.pdf,,,,,
1,eye,MIX623,Aloft GC G Insecticide,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/bb24ba2df9a2af52_highlighted.pdf,,,,,
1,eye,MIX629,F6141 EW INSECTICIDE,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/bcabb1bf65fff64c_highlighted.pdf,,,,,
1,eye,MIX630,F6141 EW,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/2c521a1a4638614b_highlighted.pdf,,,,,
1,eye,MIX632,Flufenpyr-Ethyl-S-3153 WDG/Atrazine Premix,NC,0,예,https://www.firstelectric.coop/pdfs/Method%20SDS.pdf,tox_source_url,아니오,url,,,,,,
1,eye,MIX645,Metarex 4% Snail to Slug Bait,NC,0,예,https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/61021/JSON?heading=GHS+Classification,p1_source_url,아니오,local,ingredient_source_audit/highlighted/9e4e42c3ac50daf5_highlighted.pdf,,,,,
1,eye,MIX649,Optiguard Liquid Ant Bait,NC,0,예,https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/5821911/JSON?heading=GHS+Classification,p1_source_url,아니오,local,ingredient_source_audit/highlighted/7ba557c94bd50f41_highlighted.pdf,,,,,
1,eye,MIX653,Prosper T400 Insecticide to Fungicide,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/c6d5d767ddf927ac_highlighted.pdf,,,,,
1,eye,MIX659,Touchdown Diquat Home to Garden Concentrate,NC,0,예,https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6794/JSON?heading=GHS+Classification,p1_source_url,아니오,local,ingredient_source_audit/highlighted/8c2506158824e7b6_highlighted.pdf,,,,,
1,eye,MIX661,Accent Q Herbicide,NC,0,예,https://www.agrian.com/pdfs/Accent_Q_MSDS.pdf,p1_source_url,아니오,local,ingredient_source_audit/highlighted/9962c8206af8c05f_highlighted.pdf,,,,,
1,eye,MIX668,Bifenthrin 0.083 Insecticide with X-X-X Fertilizer,NC,0,예,https://www.genfarm.com.au/sites/genfarm/files/2018-09/documents/Genfarm%20Bifenthrin%20100%20Miticide%3AInsecticide%20SDS.pdf,tox_source_url,아니오,url,,,,,,
1,eye,MIX67,Bonide Spinosad Dust,NC,0,예,https://www.bfgsupply.com/Files/BND2586_MSDS.pdf,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/17da382f7c9090ef_highlighted.pdf,,,,,
1,eye,MIX670,Bifenthrin 0.069 RU Insecticide With X-X-X Fertilizer,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/c2a5d1d533d1d7dc_highlighted.pdf,,,,,
1,eye,MIX672,Calypso 4F,NC,0,예,https://www.chemblink.com/MSDSFiles/111988-49-9Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G049_111988-49-9_ChemBlink_Sigma_highlighted.pdf,,,,,
1,eye,MIX701,NEUl l 71H RTU,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/fef9f862170fcdc4_highlighted.pdf,,,,,
1,eye,MIX704,Regiment Herbicide,NC,0,예,http://fs1.agrian.com/pdfs/Regimentr_CA_Herbicide_MSDS1.pdf,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/20fc174c37b0b8b7_highlighted.pdf,,,,,
1,eye,MIX706,Safari 2 G Insecticide,NC,0,예,https://www.pomerix.com/pesticides/safari-2-g-insecticide,p1_source_url,아니오,local,ingredient_source_audit/highlighted/fbcb2b66abf8a46d_highlighted.pdf,,,,,
1,eye,MIX708,Safer Brand Garden Fungicide RTU II,NC,0,예,https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/5362487/JSON?heading=GHS+Classification,p1_source_url,아니오,local,ingredient_source_audit/highlighted/a11cb779f8ee7b47_highlighted.pdf,,,,,
1,eye,MIX709,Safer Garden Fungicide Ready to Use,NC,0,예,https://www.pomerix.com/pesticides/safer-garden-fungicide-ready-to-use,p1_source_url,아니오,local,ingredient_source_audit/highlighted/a11cb779f8ee7b47_highlighted.pdf,,,,,
1,eye,MIX758,EX2108,NC,0,예,https://www.chemblink.com/MSDSFiles/26628-22-8Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G027_ingredient_sds_sodium_azide_f8f3a971fdd3b4be_highlighted.pdf,,,,,
1,eye,MIX759,F6141 EW Insecticide,NC,0,예,https://sdsviewer.fmc.com/SDS_DOCS/50002242_SDS_US_EN.PDF,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/bcabb1bf65fff64c_highlighted.pdf,,,,,
1,eye,MIX773,VOLIAM Xpress Insecticide,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/bf1b3bd33b35d1cc_highlighted.pdf,,,,,
1,eye,MIX794,Oleic/caprylic acid,NC,0,예,https://www.chemblink.com/MSDSFiles/112-80-1Sigma-Aldrich.pdf | https://www.chemblink.com/MSDSFiles/124-07-2Sigma-Aldrich.pdf | https://www.chemblink.com/MSDSFiles/334-48-5Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G013_112-80-1_ChemBlink_Sigma_highlighted.pdf,,,,,
1,eye,MIX809,"Mixture of isomers: ethyl exo-tricyclo[5.2.1.0(2,6)]decane-endo-2-carboxylate; ethyl endo-tricyclo[5.2.1.0(2,6)]decane-exo-2-carboxylate",NC,0,예,https://pubchem.ncbi.nlm.nih.gov/compound/14833045,p1_source_url,아니오,local,ingredient_source_audit/highlighted/129863d90a401474_highlighted.pdf,,,,,
1,eye,MIX810,"Mixture of: diethyl cis-1,4-cyclohexanedicarboxylate; diethyl trans-1,4-cyclohexanedicarboxylate",NC,0,예,https://www.chemblink.com/MSDSFiles/72903-27-6Ambeed.pdf,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/aeb8b80ea8f83fdb_highlighted.pdf,,,,,
1,eye,MIX811,"Mixture of isomers: 1-(1,1-dimethylpropyl)-4-ethoxy-cis-cyclohexane; 1-(1,1-dimethylpropyl)-4-ethoxy-trans-cyclohexane",NC,0,예,https://pubchem.ncbi.nlm.nih.gov/compound/18974564,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/aeb8b80ea8f83fdb_highlighted.pdf,,,,,
1,eye,MIX823,dicyanamine/formaldehyde condensate,NC,0,예,https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/712/JSON?heading=GHS+Classification,p1_source_url,아니오,local,ingredient_source_audit/highlighted/4180cf8bf917b88b_highlighted.pdf,,,,,
1,eye,MIX846,Fenhexamid(50%),NC,0,예,https://www.chemblink.com/MSDSFiles/126833-17-8Sigma-Aldrich.pdf,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/e4d47b99d2587d3c_highlighted.pdf,,,,,
1,eye,MIX849,MON 37500,NC,0,예,https://www.chemblink.com/MSDSFiles/141776-32-1Sigma-Aldrich.pdf,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/eeb8accbf601b9fa_highlighted.pdf,,,,,
1,eye,MIX851,Tebuconazole (HWG-1608; Folicur) (15.4%),NC,0,예,https://www.chemblink.com/MSDSFiles/107534-96-3Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G030_107534-96-3_ChemBlink_Sigma_highlighted.pdf,,,,,
1,eye,MIX852,Tebuconazole (HWG-1608; Folicur) (16.6%),NC,0,예,https://www.chemblink.com/MSDSFiles/107534-96-3Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G030_107534-96-3_ChemBlink_Sigma_highlighted.pdf,,,,,
1,eye,MIX853,Tebuconazole (HWG-1608; Folicur) (93.4%),NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/79a90a19c994074c_highlighted.pdf,,,,,
1,eye,MIX854,Tebuconazole (HWG-1608; Folicur) (96.2%),NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/79a90a19c994074c_highlighted.pdf,,,,,
1,eye,MIX868,Juniperus phoenicea oil,NC,0,예,https://pubchem.ncbi.nlm.nih.gov/compound/440917,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/876fe0b64a5bc425_highlighted.pdf,,,,,
1,eye,MIX873,Origanum oil,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/745468bad210bb06_highlighted.pdf,,,,,
1,eye,MIX888,Fenugreek absolute,NC,0,예,https://hermitageoils.com/wp-content/uploads/2015/09/FENUGREEK-ABSOLUTE-EN-2021_12_03.pdf,p1_source_url,아니오,local,ingredient_source_audit/highlighted/9f8366c3265648db_highlighted.pdf,,,,,
1,eye,MIX905,Chamomile oil German,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/e344d1d07c7660a1_highlighted.pdf,,,,,
1,eye,MIX910,Fennel oil,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/4ecc45d0e3e7f7e7_highlighted.pdf,,,,,
1,eye,MIX913,Black pepper oil,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/4859f8cd8aa0badd_highlighted.pdf,,,,,
1,eye,MIX914,Cardamom oil,NC,0,예,https://ultrainternational.com/wp-content/uploads/2023/08/SDS-CARDAMOM-OIL.pdf,p1_source_url,아니오,local,ingredient_source_audit/highlighted/bc72d8d1be4a4024_highlighted.pdf,,,,,
1,eye,MIX919,Carrot seed oil,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/ae6d4182ec63cca5_highlighted.pdf,,,,,
1,eye,MIX933,Hyssop oil,NC,0,예,https://docs.newdirectionsaromatics.com/msds/MSDS_HyssopOrganicEssentialOil.pdf,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/8985b3c773ad8df7_highlighted.pdf,,,,,
1,eye,MIX942,Myrtle oil,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/c31ab7c574531835_highlighted.pdf,,,,,
1,eye,MIX943,Almond oil sweet,NC,0,예,https://ultrainternational.com/wp-content/uploads/2023/08/SDS-ALMOND-SWEET-OIL.pdf,p1_source_url,아니오,local,ingredient_source_audit/highlighted/0730f58622e9b09a_highlighted.pdf,,,,,
1,eye,MIX944,Perilla oil,NC,0,예,https://s3-eu-west-1.amazonaws.com/oand3.co.uk/wp-content/uploads/2018/02/msds-perilla-seed-oil-cold-pressed-organic.pdf,tox_source_url,아니오,local,ingredient_source_audit/highlighted/bdd7e84d59b9db85_highlighted.pdf,,,,,
1,eye,MIX974,Olibanum gum,NC,0,예,https://www.vigon.com/docs/SDS/504309sds.pdf,p1_source_url,아니오,local,ingredient_source_audit/highlighted/4f606acb2be389a7_highlighted.pdf,,,,,
1,eye,MIX991,Myrrh oil,NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/9d4a465b2a0b8809_highlighted.pdf,,,,,
1,eye,MIX995,"Mandarin oil, expressed",NC,0,예,,,아니오,local,ingredient_source_audit/highlighted/0f42d62e543be312_highlighted.pdf,,,,,
2,sens,MIX749,DuPont Steadfast Q Herbicide,NC,0,아니오,https://assets.greenbook.net/19-36-10-19-03-2019-DuPont_Steadfast_Q_Herbicide__352-774_.pdf,tox2_src_url,예,local,ingredient_source_audit/highlighted/cf5c8e1ff111ba1a_highlighted.pdf,,,,,
2,sens,MIX751,DuPont Accent SC,NC,0,아니오,https://www.corteva.com/content/dam/dpagco/corteva/na/ca/en/files/products/sds/DF-Accent-Herbicide-SDS-English.pdf,tox2_src_url,예,local,ingredient_source_audit/highlighted/d057912a8c97de36_highlighted.pdf,,,,,
2,skin,MIX7,241-GOL Acrobat MZ WDG Fungicide,NC,0,아니오,https://www.rfdsafeagri.com/wp-content/uploads/2019/10/Acrobat.pdf,tox_source_url,예,local,ingredient_source_audit/highlighted/0c22b97aa385a2ea_highlighted.pdf,,,,,
2,skin,MIX749,DuPont Steadfast Q Herbicide,NC,0,아니오,https://assets.greenbook.net/19-36-10-19-03-2019-DuPont_Steadfast_Q_Herbicide__352-774_.pdf,tox2_src_url,예,local,ingredient_source_audit/highlighted/cf5c8e1ff111ba1a_highlighted.pdf,,,,,
2,sens,Cancer_PID_99,Aspirin; Phenacetin; Caffeine,NC,0,아니오,https://www.elementalmicroanalysis.com/documents/product/sds/PHENACETIN_20240312_EN.pdf,tox_source_url,아니오,url,,,,,,
2,sens,EyeIrritation6pack_PID1024,V-10116 3.7 FS,NC,0,아니오,https://www.chemblink.com/MSDSFiles/56-81-5Sigma-Aldrich.pdf | https://www.chemblink.com/MSDSFiles/125116-23-6Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G041_56-81-5_ChemBlink_Sigma_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID1027,V-10142 Herbicide,NC,0,아니오,https://s3-us-west-1.amazonaws.com/www.agrian.com/pdfs/LeagueR_Herbicide1_MSDS.pdf,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/771f17c74b9b0fa9_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID1039,Vitacon RTU FL Fungicide,NC,0,아니오,,,아니오,local,ingredient_source_audit/highlighted/fd2ea4ca4e1f1268_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID1040,Voliam Flexi Insecticide,NC,0,아니오,,,아니오,local,ingredient_source_audit/highlighted/ddcc0c90471bab7e_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID1044,Weld Herbicide,NC,0,아니오,,,아니오,local,ingredient_source_audit/highlighted/c75c7b1be62c2d70_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID1051,X-Cide 800 Biocide,NC,0,아니오,,,아니오,local,ingredient_source_audit/highlighted/6c1c64ddc6d9e939_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID1055,XDE-PRDX,NC,0,아니오,https://cdn.caymanchem.com/cdn/msds/15605m.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G040_alternate_sds_pdf_76b1f244a1d1e120_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID1060,Zampro Fungicide,NC,0,아니오,,,아니오,local,ingredient_source_audit/highlighted/ad11c7ed48807994_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID116,BAS 320 I Pro Fire Ant Bait,NC,0,아니오,,,아니오,local,ingredient_source_audit/highlighted/65ba622bb02581cf_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID168,Bonide Spinosad Dust,NC,0,아니오,https://www.bfgsupply.com/Files/BND2586_MSDS.pdf,tox2_src_url,아니오,local,ingredient_source_audit/highlighted/17da382f7c9090ef_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID220,Cheminova Abamectin,NC,0,아니오,,,아니오,local,ingredient_source_audit/highlighted/697615ed20093d19_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID222,Chemsico Aerosol LEG,NC,0,아니오,,,아니오,local,ingredient_source_audit/highlighted/23e625b941a830e2_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID241,Clincher CA,NC,0,아니오,https://www.chemblink.com/MSDSFiles/122008-85-9Sigma-Aldrich.pdf | https://www.chemblink.com/MSDSFiles/87392-12-9Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G053_122008-85-9_ChemBlink_Sigma_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID246,Clothiandin 600 FS,NC,0,아니오,https://www.chemblink.com/MSDSFiles/210880-92-5Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G029_210880-92-5_ChemBlink_Sigma_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID247,Clothianidin,NC,0,아니오,https://www.chemblink.com/MSDSFiles/210880-92-5Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G029_210880-92-5_ChemBlink_Sigma_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID28,Abamectin B1a,NC,0,아니오,https://www.chemblink.com/MSDSFiles/71751-41-2Sigma-Aldrich.pdf | https://www.chemblink.com/MSDSFiles/98-86-2Sigma-Aldrich.pdf | https://www.chemblink.com/MSDSFiles/67-56-1Sigma-Aldrich.pdf,tox_source_url,아니오,local,ingredient_source_audit/ordered_option_runs/highlighted_sources/G028_71751-41-2_ChemBlink_Sigma_highlighted.pdf,,,,,
2,sens,EyeIrritation6pack_PID288,Cypermethrin(95%),NC,0,아니오,,,아니오,local,ingredient_source_audit/highlighted/9e9937cbb45ac976_highlighted.pdf,,,,,
