Formulation_ID,product_name,제형코드,제형코드_출처,v5_formulation_code,배정범위내,확보값_원문,파싱값,파싱하한,파싱상한,값형태,측정조건,측정조건_원문,근거URL,극단pH게이트,극단pH게이트_조건무시,기존값충돌,v5조인,v5물리형태,미확보사유,미확보세부,귀속등급,귀속코드,제품명불일치자인,제형표기모순,사람검토요망,상세기록,채택가능,판정근거
EyeIrritation6pack_PID621,Mana 11201,SL,제형코드시트.추출정보(팀원기입),,Y,7 at 1% aqueous suspension,7,7.0,7.0,단일,1%수용액,1% 수용액(증류수) 부유액,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Imidacloprid_75WSB_MSDS1p.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,N,N,N,N,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
EyeIrritation6pack_PID629,MCM 437,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 정보량 부족,B1 주성분 지배 참고값,참고값 기각 - 정보량 부족,B1 주성분 지배 참고값,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 정보량 부족 · B1 주성분 지배 참고값
EyeIrritation6pack_PID635,Mefanoxam,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,https://www.chemblink.com/MSDSFiles/70630-17-0Sigma-Aldrich.pdf,,,해당없음(v5 ph_best 결측),Y,liquid,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 SDS
EyeIrritation6pack_PID642,Metaflumizone(7.4%),SL,제형코드시트.추출정보(팀원기입),,Y,"6.23 at 25 C, 1% w/v aqueous solution",6.23,6.23,6.23,단일,1%수용액,"1% w/v 수용액, 25 C",https://web.archive.org/web/20221204125215/https://apvma.gov.au/sites/default/files/publication/19251-prs-metaflumizone-siesta-granular-ant-bait.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,solid,,,참고값 - 동일 제품 아님,출처: 호주 APVMA 공개요약서(SIESTA GRANULAR ANT BAIT),N,N,N,Y,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
EyeIrritation6pack_PID643,Metaflumizone(88.7%),SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,solid,근거 확보 실패,검색결과 없음,근거 확보 실패,검색결과 없음,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 검색결과 없음
EyeIrritation6pack_PID651,Metribuzin + Flufenacet,SL,제형코드시트.추출정보(팀원기입),,Y,"4 - 5 at 10% aqueous solution, 23 C",4-5,4.0,5.0,범위,기타,10% 수용액 23 C,https://www.cdms.net/ldat/mp27J014.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,타브랜드 대체근거,출처: 제조사 SDS,Y,Y,Y,Y,조건부,타브랜드 대체근거 - 제품 실측 아님
EyeIrritation6pack_PID663,Mitin FF Liquid,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,검색결과 없음,근거 확보 실패,검색결과 없음,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 검색결과 없음
MIX1053,Iso-beta-ionone,SL,제형코드시트.추출정보(팀원기입),,Y,7,7,7.0,7.0,단일,미명시,미기재,https://www.chemblink.com/MSDSFiles/14901-07-6Sigma-Aldrich.pdf,판정불가,해당없음,해당없음(v5 ph_best 결측),Y,liquid,,,참고값 - 활성성분 고유 물성,출처: 공급사 원제 SDS,N,N,N,Y,보류,참고값 - 활성성분 고유 물성 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX1056,Santalyl acetate,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,liquid,근거 확보 실패,출처: 원제 DB,근거 확보 실패,출처: 원제 DB,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 원제 DB
MIX1067,"N-(1,1-dimethylolethyl)mercaptoacetamide",SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: 없음,근거 확보 실패,출처: 없음,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 없음
MIX1068,N-trimethylolmethylmercaptoacetamide,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: 없음 - 성분/제품명 불일치 의심,근거 확보 실패,출처: 없음 - 성분/제품명 불일치 의심,Y,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 없음 - 성분/제품명 불일치 의심
MIX1072,"Bitter fennel, mix",SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,liquid,근거 확보 실패,검색결과 없음,근거 확보 실패,검색결과 없음,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 검색결과 없음
MIX1078,Etoxazole (S-1283),SL,제형코드시트.추출정보(팀원기입),,Y,6.2,6.2,6.2,6.2,단일,기타,원제(Technical) 조건 미기재,https://pubchem.ncbi.nlm.nih.gov/compound/153974,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 활성성분 고유 물성,출처: 원제 DB,N,N,N,Y,보류,참고값 - 활성성분 고유 물성 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX11,Acticide SR 8213 C,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: 제조사 SDS,근거 확보 실패,출처: 제조사 SDS,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 제조사 SDS
MIX121,Co-Ral 4% Pour-On,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: 없음,근거 확보 실패,출처: 없음,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 없음
MIX132,CYFLU,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,https://labchem-wako.fujifilm.com/sds/W01W0103-1436JGHEEN.pdf,,,해당없음(v5 ph_best 결측),Y,solid,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 SDS
MIX140,Deadline Bullets,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,미기재,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Deadline_Bullets_MSDS1n.pdf,,,해당없음(v5 ph_best 결측),Y,granule,정보없음 - 문서상 pH 미기재,출처: 제조사 SDS,정보없음 - 문서상 pH 미기재,출처: 제조사 SDS,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 제조사 SDS
MIX144,DeerPro Winter Animal Repellant,SL,제형코드시트.추출정보(팀원기입),,Y,"6.5 - 7.5 at 100%, 23 C",6.5-7.5,6.5,7.5,범위,원액,원액 100% 23C,https://assets.greenbook.net/19-47-50-20-09-2022-42-S_Thiram_-_sds_-_english.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,N,N,N,N,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX145,Densil CA,SL,제형코드시트.추출정보(팀원기입),,Y,4.0 - 5.5 at 21 C,4-5.5,4.0,5.5,범위,원액,원액,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Drexel_Chlorothalonil_720_MSDS5.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 타제품 완제품 SDS,N,N,N,Y,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX151,Diflubenzuron VC-90,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,미기재,https://file.medchemexpress.com/batch_PDF/HY-B1973/Diflubenzuron-SDS-MedChemExpress.pdf,,,해당없음(v5 ph_best 결측),Y,,정보없음 - 문서상 pH 미기재,출처: 원제 DB,정보없음 - 문서상 pH 미기재,출처: 원제 DB,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 DB
MIX159,Dinotefuron(99%),SL,제형코드시트.추출정보(팀원기입),,Y,"6.2, 1% w/v aqueous solution",6.2,6.2,6.2,단일,1%수용액,1% w/v 수용액,https://web.archive.org/web/20250420094255/https://www.apvma.gov.au/sites/default/files/publication/18426-prs-dinotefuran.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,solid,,,참고값 - 동일 제품 아님,출처: 호주 APVMA 공개요약서(Starkle 200 SG Insecticide) 제품 물성표,N,N,N,Y,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX161,Dinotefuron 10SL,SL,제형코드시트.추출정보(팀원기입),SL,Y,"6.2, 1% w/v aqueous solution",6.2,6.2,6.2,단일,1%수용액,1% w/v 수용액,https://web.archive.org/web/20250420094255/https://www.apvma.gov.au/sites/default/files/publication/18426-prs-dinotefuran.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 호주 APVMA 공개요약서(Starkle 200 SG Insecticide),N,N,N,Y,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX165,DuPont Lannate IV Insecticide,SL,제형코드시트.추출정보(팀원기입),,Y,"4.5 at 1% aqueous solution, 25 C",4.5,4.5,4.5,단일,1%수용액,1% 수용액 25 C,https://assets.greenbook.net/Lemur-LV-Methomyl-Insecticide-SDS-09-30-15.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,liquid,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,Y,N,N,Y,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX173,Dynasty Extreme,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 정보량 부족,A2 동일제품 동의어·리브랜딩,참고값 기각 - 정보량 부족,A2 동일제품 동의어·리브랜딩,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 정보량 부족 · A2 동일제품 동의어·리브랜딩
MIX175,Echo 375/Cymoxaanil 50,SL,제형코드시트.추출정보(팀원기입),,Y,4.0 - 5.5 at 21 C,4-5.5,4.0,5.5,범위,원액,원액 21 C,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Drexel_Chlorothalonil_720_MSDS4.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,N,N,N,Y,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX178,Ecolife One-Pack,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D4 pH 비지배 성분 대입,참고값 기각 - 귀속 불성립,D4 pH 비지배 성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D4 pH 비지배 성분 대입
MIX18,Advantage Plus 20 for Dogs,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX182,DPX-KJM44 Herbicide,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,https://www.chemicalbook.com/msds/dpx.pdf,,,해당없음(v5 ph_best 결측),Y,,정보없음 - 문서상 pH 미기재,출처: 원제 DB,정보없음 - 문서상 pH 미기재,출처: 원제 DB,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 DB
MIX185,EH-1446 Herbicide,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D4 pH 비지배 성분 대입,참고값 기각 - 귀속 불성립,D4 pH 비지배 성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D4 pH 비지배 성분 대입
MIX189,EH-1479 Herbicide,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,"혼합제 주성분 2,4-D-dimethylammonium(6.33%)으로 특정됨",근거 확보 실패,"혼합제 주성분 2,4-D-dimethylammonium(6.33%)으로 특정됨",N,N,N,N,보류,"확보값 없음 · 근거 확보 실패 · 혼합제 주성분 2,4-D-dimethylammonium(6.33%)으로 특정됨"
MIX191,ET-005,SL,제형코드시트.추출정보(팀원기입),,Y,4.61,4.61,4.61,4.61,단일,미명시,미기재,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Iprodione_2SE_Select_MSDS.pdf,판정불가,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,N,N,N,N,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX192,ET-751,SL,제형코드시트.추출정보(팀원기입),,Y,"4.27, 1% suspension at 25 C",4.27,4.27,4.27,단일,1%수용액,"1% 현탁액, 25 C",https://web.archive.org/web/20221127080909/https://apvma.gov.au/sites/default/files/publication/13961-prs-ecopar.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,solid,,,참고값 - 활성성분 고유 물성,출처: 호주 APVMA 공개요약서(Ecopar) 원제 물성표,N,N,N,Y,보류,참고값 - 활성성분 고유 물성 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX195,Etoxazole(95.57%),SL,제형코드시트.추출정보(팀원기입),,Y,6.2,6.2,6.2,6.2,단일,기타,원제(Technical) 조건 미기재,https://pubchem.ncbi.nlm.nih.gov/compound/153974,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,powder,,,참고값 - 활성성분 고유 물성,출처: 원제 DB,N,N,N,Y,보류,참고값 - 활성성분 고유 물성 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX197,EH-1488 Herbicide,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,"출처: 확인시도 - EPA 라벨(살포액 pH 지시문, 함정)",근거 확보 실패,"출처: 확인시도 - EPA 라벨(살포액 pH 지시문, 함정)",N,N,N,N,보류,"확보값 없음 · 근거 확보 실패 · 출처: 확인시도 - EPA 라벨(살포액 pH 지시문, 함정)"
MIX203,Fenhexamid(95.5%),SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,https://www.carlroth.com/medias/SDB-22XY-MT-EN.pdf?context=bWFzdGVyfHNlY3VyaXR5RGF0YXNoZWV0c3wyNjgzMTZ8YXBwbGljYXRpb24vcGRmfGFEazNMMmhrTWk4NU1UYzRPVEF6TnpBM05qYzRMMU5FUWw4eU1saFpYMDFVWDBWT0xuQmtaZ3w1YzBlZjk3MjY0ZTYyZTQ1MWM2NzgyYzFmYWI3ODZiZjA4ZjVjN2M1MWQ4NWEzOTgzNTJkMjA5ZjRlYmEyN2Zh,,,해당없음(v5 ph_best 결측),Y,solid,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 SDS
MIX212,Fluoxastrobin,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 정보량 부족,A1 제품문서 실측,참고값 기각 - 정보량 부족,A1 제품문서 실측,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 정보량 부족 · A1 제품문서 실측
MIX218,Fluazinam,SL,제형코드시트.추출정보(팀원기입),,Y,"5.8 at 1% aqueous solution, 25 C",5.8,5.8,5.8,단일,1%수용액,1% 수용액 25 C,https://pubchem.ncbi.nlm.nih.gov/compound/91731,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,solid,,,참고값 - 활성성분 고유 물성,출처: 원제 DB,N,N,N,Y,보류,참고값 - 활성성분 고유 물성 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX224,Formula 40 (XDE-225),SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,검색결과 없음,근거 확보 실패,검색결과 없음,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 검색결과 없음
MIX225,Fosetyl-Al,SL,제형코드시트.추출정보(팀원기입),,Y,3.4,3.4,3.4,3.4,단일,원액,원액,https://labelsds.com/images/user_uploads/Fosetyl-Al%2080WDG%20SDS%201-6-16.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,N,N,N,N,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX227,Foundation Lite,SL,제형코드시트.추출정보(팀원기입),,Y,4.61,4.61,4.61,4.61,단일,미명시,미기재,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Iprodione_2SE_Select_MSDS.pdf,판정불가,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,N,N,N,Y,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX228,Four-way VAP,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,형제행 300과 동일 판정,근거 확보 실패,형제행 300과 동일 판정,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 형제행 300과 동일 판정
MIX23,Acephate,SL,제형코드시트.추출정보(팀원기입),,Y,4,4,4.0,4.0,단일,미명시,미기재,https://labelsds.com/images/user_uploads/Acephate%2097%20UP%20SDS%2012-31-18.pdf,판정불가,해당없음,해당없음(v5 ph_best 결측),Y,solid,,,참고값 - 활성성분 고유 물성,출처: 제조사 SDS,N,N,N,N,보류,참고값 - 활성성분 고유 물성 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX236,Flumethrin(87.9%),SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,미기재,https://www.chemblink.com/MSDSFiles/69770-45-2Sigma-Aldrich.pdf,,,해당없음(v5 ph_best 결측),Y,liquid,정보없음 - 문서상 pH 미기재,출처: 원제 DB,정보없음 - 문서상 pH 미기재,출처: 원제 DB,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 DB
MIX238,Flumethrin(95.1%),SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,미기재,https://www.chemblink.com/MSDSFiles/69770-45-2Sigma-Aldrich.pdf,,,해당없음(v5 ph_best 결측),Y,liquid,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 SDS
MIX239,Flumethrin(96.2%),SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,https://www.chemblink.com/MSDSFiles/69770-45-2Sigma-Aldrich.pdf,,,해당없음(v5 ph_best 결측),Y,liquid,정보없음 - 문서상 pH 미기재,출처: 제조사 SDS,정보없음 - 문서상 pH 미기재,출처: 제조사 SDS,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 제조사 SDS
MIX26,Acequinocyl,SL,제형코드시트.추출정보(팀원기입),,Y,6.94,6.94,6.94,6.94,단일,미명시,미기재,https://pubchem.ncbi.nlm.nih.gov/compound/93315#section=Experimental-Properties,판정불가,해당없음,해당없음(v5 ph_best 결측),Y,solid,,,참고값 - 활성성분 고유 물성,출처: 원제 DB,N,N,N,N,보류,참고값 - 활성성분 고유 물성 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX262,HM-2010,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX275,INDOX2,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX278,Kathon CF 400,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 측정농도 불일치,B5 이온성 주성분 참고값(농도 불일치),참고값 기각 - 측정농도 불일치,B5 이온성 주성분 참고값(농도 불일치),N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 측정농도 불일치 · B5 이온성 주성분 참고값(농도 불일치)
MIX289,Larvadex,SL,제형코드시트.추출정보(팀원기입),,Y,7.5 at 20 C,7.5,7.5,7.5,단일,미명시,20 C(농도 미기재),https://www.chemblink.com/MSDSFiles/66215-27-8Sigma-Aldrich.pdf,판정불가,해당없음,해당없음(v5 ph_best 결측),Y,liquid,,,참고값 - 활성성분 고유 물성,출처: 시약 순물질 SDS,Y,N,Y,N,보류,참고값 - 활성성분 고유 물성 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX298,Liberty ATZ Herbicide,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX300,Lonza Formulation R-82,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX301,MCPP-P,SL,제형코드시트.추출정보(팀원기입),,Y,5.97 (1% w/w aqueous dispersion),5.97,5.97,5.97,단일,1%수용액,1% w/w 수분산액(DIW),https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/MCPP-p_4_Amine_MSDS.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,liquid,,,참고값 - 동일 제품 아님,출처: 동일활성성분 제품 SDS,N,N,N,N,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX306,Lonza Formulation FC-600,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: 없음,근거 확보 실패,출처: 없음,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 없음
MIX316,Metribuzin + Flufenacet,SL,제형코드시트.추출정보(팀원기입),,Y,"4 - 5 at 10% aqueous solution, 23 C",4-5,4.0,5.0,범위,기타,10% 수용액 23 C,https://www.cdms.net/ldat/mp27J014.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,타브랜드 대체근거,출처: 제조사 SDS,Y,Y,N,Y,조건부,타브랜드 대체근거 - 제품 실측 아님
MIX317,M920 Insecticide,SL,제형코드시트.추출정보(팀원기입),,Y,6.0 - 7.0 (as aqueous solution),6-7,6.0,7.0,범위,미명시,수용액(농도 미기재),https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/IMIDACLOPRID_75WSP_SELECT1e_MSDS.pdf,판정불가,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,N,N,N,N,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX319,Metsulfuron Methyl,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,crystalline_solid,근거 확보 실패,출처: 없음 - 제품 SDS 미확보,근거 확보 실패,출처: 없음 - 제품 SDS 미확보,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 없음 - 제품 SDS 미확보
MIX320,Mana 11201,SL,제형코드시트.추출정보(팀원기입),,Y,7 at 1% aqueous suspension,7,7.0,7.0,단일,1%수용액,1% 수용액(증류수) 부유액,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Imidacloprid_75WSB_MSDS1p.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,N,N,N,N,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX327,MCM 437,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 정보량 부족,B1 주성분 지배 참고값,참고값 기각 - 정보량 부족,B1 주성분 지배 참고값,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 정보량 부족 · B1 주성분 지배 참고값
MIX329,Mon 58416,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 정보량 부족,B4 부성분(10~50%) 참고값,참고값 기각 - 정보량 부족,B4 부성분(10~50%) 참고값,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 정보량 부족 · B4 부성분(10~50%) 참고값
MIX331,Mon 58494 Herbicide,SL,제형코드시트.추출정보(팀원기입),,Y,"4.3 - 4.8 at 6.77% aqueous solution, 23 C",4.3-4.8,4.3,4.8,범위,기타,6.77% 수용액 23 C,https://www.bfgsupply.com/img/product/documents/MON86721767/MON86721767_MSDS.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,Y,N,N,N,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX334,Mon 8434 Herbicide,SL,제형코드시트.추출정보(팀원기입),,Y,7.0 - 8.5 at 5%,7-8.5,7.0,8.5,범위,기타,5% 희석,https://cs-assets.bayer.com/is/content/bayer/Harness_Xtra_5.6L_Herbicide1i_Premix_for_Corn_Bayer_MSDSpdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,liquid,,,동일제품 동의어 SDS 확인,출처: 제조사 SDS(스페인어판),N,Y,Y,N,채택,제품 귀속(동일제품 동의어 SDS 확인) + 측정조건 명시(5% 희석)
MIX338,Mycostat BX2,SL,제형코드시트.추출정보(팀원기입),,Y,4.5 - 5.5,4.5-5.5,4.5,5.5,범위,미명시,미기재,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/PROPICONAZOLE_14.31d_SELECT_MSDS.pdf,판정불가,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,N,N,N,Y,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
