Formulation_ID,product_name,제형코드,제형코드_출처,v5_formulation_code,배정범위내,확보값_원문,파싱값,파싱하한,파싱상한,값형태,측정조건,측정조건_원문,근거URL,극단pH게이트,극단pH게이트_조건무시,기존값충돌,v5조인,v5물리형태,미확보사유,미확보세부,귀속등급,귀속코드,제품명불일치자인,제형표기모순,사람검토요망,상세기록,채택가능,판정근거
MIX340,Nab Nicho Tech,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: 없음 - 유일 후보가 치과용 제품이라 폐기,근거 확보 실패,출처: 없음 - 유일 후보가 치과용 제품이라 폐기,N,N,Y,Y,보류,확보값 없음 · 근거 확보 실패 · 출처: 없음 - 유일 후보가 치과용 제품이라 폐기
MIX345,NEU1171H,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: PPDB 검토,근거 확보 실패,출처: PPDB 검토,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: PPDB 검토
MIX346,Mitin FF Liquid,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,검색결과 없음,근거 확보 실패,검색결과 없음,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 검색결과 없음
MIX347,MKH 3586,SL,제형코드시트.추출정보(팀원기입),,Y,"7.06, 2.5% aqueous slurry",7.06,7.06,7.06,단일,기타,2.5% 수성 슬러리,https://web.archive.org/web/20221127085414/https://apvma.gov.au/sites/default/files/publication/29506-amitron_700wg_herbicide_prs.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 활성성분 고유 물성,출처: 호주 APVMA 공개요약서(Amitron 700WG) 원제 물성표,N,N,N,Y,보류,참고값 - 활성성분 고유 물성 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX351,Mon 37500,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: 원제 DB,근거 확보 실패,출처: 원제 DB,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 원제 DB
MIX353,Mon 37532,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,solid,근거 확보 실패,출처: 없음,근거 확보 실패,출처: 없음,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 없음
MIX358,Prevamite,SL,제형코드시트.추출정보(팀원기입),,Y,"6.17 at 1% aqueous solution, 25 C",6.17,6.17,6.17,단일,1%수용액,1% 수용액 25 C,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Bifenazate_4_SC_MSDS.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,liquid,,,타브랜드 대체근거,출처: 제조사 SDS(제네릭),N,N,N,N,조건부,타브랜드 대체근거 - 제품 실측 아님
MIX359,Preventol A14-D,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,https://5.imimg.com/data5/KV/CB/TP/SELLER-3420530/preventol-a14-d.pdf,,,해당없음(v5 ph_best 결측),Y,,정보없음 - 문서상 pH 미기재,출처: 제조사 TDS,정보없음 - 문서상 pH 미기재,출처: 제조사 TDS,N,N,N,Y,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 제조사 TDS
MIX361,Preventol P 91,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,liquid,참고값 기각 - 귀속 불성립,D4 pH 비지배 성분 대입,참고값 기각 - 귀속 불성립,D4 pH 비지배 성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D4 pH 비지배 성분 대입
MIX364,Prohexadione calcium(89.9%),SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,미기재,https://www.chemblink.com/MSDSFiles/127277-53-6Sigma-Aldrich.pdf,,,해당없음(v5 ph_best 결측),Y,powder,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 SDS
MIX374,Pyrocide Falcon 7452,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: 확인시도 - PPDB(측정조건 함정),근거 확보 실패,출처: 확인시도 - PPDB(측정조건 함정),N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 확인시도 - PPDB(측정조건 함정)
MIX38,Ametryn,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,https://www.meghmaniglobal.com/wp-content/uploads/2025/04/Ametryn-Tech-MSDS-PDF.pdf,,,해당없음(v5 ph_best 결측),Y,powder,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 SDS
MIX384,Not Stated,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 정보량 부족,B1 주성분 지배 참고값,참고값 기각 - 정보량 부족,B1 주성분 지배 참고값,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 정보량 부족 · B1 주성분 지배 참고값
MIX387,Optill powered by Kixor Herbicide,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX388,Nuosept Bit,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,"주성분 재판단: Benzisothiazol-(2H)-one(BIT, 3%)이 실제 활성성분(제품명 'Bit'와 일치), Sodium hydroxide(5%)는 pH조정용 무기물로 대표성분 아님",근거 확보 실패,"주성분 재판단: Benzisothiazol-(2H)-one(BIT, 3%)이 실제 활성성분(제품명 'Bit'와 일치), Sodium hydroxide(5%)는 pH조정용 무기물로 대표성분 아님",Y,N,N,N,보류,"확보값 없음 · 근거 확보 실패 · 주성분 재판단: Benzisothiazol-(2H)-one(BIT, 3%)이 실제 활성성분(제품명 'Bit'와 일치), Sodium hydroxide(5%)는 pH조정용 무기물로 대표성분 아님"
MIX389,NUP-06139 Herbicide,SL,제형코드시트.추출정보(팀원기입),,Y,4.3,4.3,4.3,4.3,단일,미명시,미기재,https://www.chemblink.com/MSDSFiles/101200-48-0Sigma-Aldrich.pdf,판정불가,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 활성성분 고유 물성,출처: 공급사 원제 SDS,N,N,N,Y,보류,참고값 - 활성성분 고유 물성 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX390,ORD-X042,SL,제형코드시트.추출정보(팀원기입),,Y,6.1 - 7.6,6.1-7.6,6.1,7.6,범위,미명시,미기재,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Tebuconazole_3.6F_Select1e_MSDS.pdf,판정불가,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,N,N,N,Y,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX391,NUP06147,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX392,ORD-X170,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX393,NUP-07003 Herbicide,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX395,OR-X123,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,검색결과 없음,근거 확보 실패,검색결과 없음,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 검색결과 없음
MIX40,Amicarbazone Herbicide,SL,제형코드시트.추출정보(팀원기입),,Y,"7.06, 2.5% aqueous slurry",7.06,7.06,7.06,단일,기타,2.5% 수성 슬러리,https://web.archive.org/web/20221127085414/https://apvma.gov.au/sites/default/files/publication/29506-amitron_700wg_herbicide_prs.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,solid,,,참고값 - 활성성분 고유 물성,출처: 호주 APVMA 공개요약서(Amitron 700WG) 원제 물성표,N,N,N,Y,보류,참고값 - 활성성분 고유 물성 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX401,Penflufen TC,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,https://www.chemicalbook.com/msds/penflufen.pdf,,,해당없음(v5 ph_best 결측),Y,,정보없음 - 문서상 pH 미기재,출처: 원제 DB,정보없음 - 문서상 pH 미기재,출처: 원제 DB,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 DB
MIX406,ROTAM Methomyl 29LV Insecticide,SL,제형코드시트.추출정보(팀원기입),,Y,"4.5 at 1% water, 25 C",4.5,4.5,4.5,단일,1%수용액,1% 수용액 25 C,https://assets.greenbook.net/Lemur-LV-Methomyl-Insecticide-SDS-09-30-15.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,타브랜드 대체근거,출처: 제조사 SDS,Y,N,N,N,조건부,타브랜드 대체근거 - 제품 실측 아님
MIX408,Rotam Nicosulfuron,SL,제형코드시트.추출정보(팀원기입),,Y,4.3,4.3,4.3,4.3,단일,원액,원액,https://ag.fmc.com/uk/sites/default/files/2025-04/Entail%C2%AE%20SDS.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,Y,N,N,N,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX41,Bactron K-139,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 정보량 부족,B1 주성분 지배 참고값,참고값 기각 - 정보량 부족,B1 주성분 지배 참고값,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 정보량 부족 · B1 주성분 지배 참고값
MIX410,Rotam Thifensulfuron-methyl,SL,제형코드시트.추출정보(팀원기입),,Y,8.7 - 9.7,8.7-9.7,8.7,9.7,범위,미명시,미기재,https://ag.fmc.com/ca/sites/ca/files/2020-04/CS-100-12%20SDS%20Packet%20%28FMC_EN%29.pdf,판정불가,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,Y,N,N,N,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX411,Penthiopyrad,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,https://www.chemicalbook.com/msds/Penthiopyrad.pdf,,,해당없음(v5 ph_best 결측),Y,,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 SDS
MIX416,RWH 34,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,"유일 후보(Crack & Crevice I Cyfluthrin, 다른 브랜드)도 Section 9에 pH: NE(Not Established)로 명시",근거 확보 실패,"유일 후보(Crack & Crevice I Cyfluthrin, 다른 브랜드)도 Section 9에 pH: NE(Not Established)로 명시",N,N,N,N,보류,"확보값 없음 · 근거 확보 실패 · 유일 후보(Crack & Crevice I Cyfluthrin, 다른 브랜드)도 Section 9에 pH: NE(Not Established)로 명시"
MIX419,Safer Brand 3-in-1 Concentrate,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: 확인시도 - saferbrand.com 제품페이지(pH 미기재),근거 확보 실패,출처: 확인시도 - saferbrand.com 제품페이지(pH 미기재),Y,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 확인시도 - saferbrand.com 제품페이지(pH 미기재)
MIX421,"Safer Brand Garden Fungicide, Insecticide & Miticide",SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,검색결과 없음,근거 확보 실패,검색결과 없음,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 검색결과 없음
MIX424,Sergeants Fipronil + Etofenprox + Methoprene Spot-On for Cats,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 정보량 부족,B1 주성분 지배 참고값,참고값 기각 - 정보량 부족,B1 주성분 지배 참고값,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 정보량 부족 · B1 주성분 지배 참고값
MIX429,Polyphase 663,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,granule,근거 확보 실패,조성표로 주성분 재확인됨(Diuron 15%),근거 확보 실패,조성표로 주성분 재확인됨(Diuron 15%),N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 조성표로 주성분 재확인됨(Diuron 15%)
MIX43,Amitraz(12.5%),SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,https://static.cymitquimica.com/products/IN/pdf/sds-DA003918.pdf,,,해당없음(v5 ph_best 결측),Y,,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 SDS
MIX430,Sativa IMX Max,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: 없음 - 제품 SDS 미확보,근거 확보 실패,출처: 없음 - 제품 SDS 미확보,Y,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 없음 - 제품 SDS 미확보
MIX431,Precise Acephate,SL,제형코드시트.추출정보(팀원기입),,Y,4.14 at 1% solution,4.14,4.14,4.14,단일,1%수용액,1% 수용액,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Acephate_97_WDG_MSDS.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 활성성분 고유 물성,"출처: 제조사 SDS(Acephate 97 WDG, Adama)",Y,N,N,N,보류,참고값 - 활성성분 고유 물성 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX438,Shooter Insecticide,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,aerosol,참고값 기각 - 귀속 불성립,D4 pH 비지배 성분 대입,참고값 기각 - 귀속 불성립,D4 pH 비지배 성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D4 pH 비지배 성분 대입
MIX439,Secure Dry Insecticide,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,"출처: 없음 - 후보(Cutter Dry Insect Repellent) 브랜드 불일치, Section9 pH 공란",근거 확보 실패,"출처: 없음 - 후보(Cutter Dry Insect Repellent) 브랜드 불일치, Section9 pH 공란",N,N,N,N,보류,"확보값 없음 · 근거 확보 실패 · 출처: 없음 - 후보(Cutter Dry Insect Repellent) 브랜드 불일치, Section9 pH 공란"
MIX44,Amitraz(98%),SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,https://www.simonisbv.nl/assets/SDS/Amitraz-98min-Technical-EN-v1.0-CLP.pdf,,,해당없음(v5 ph_best 결측),Y,powder,정보없음 - 문서상 pH 미기재,출처: 제조사 SDS,정보없음 - 문서상 pH 미기재,출처: 제조사 SDS,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 제조사 SDS
MIX440,Sedaxane,SL,제형코드시트.추출정보(팀원기입),,Y,"6.7 at 1% aqueous solution, 25 C",6.7,6.7,6.7,단일,1%수용액,1% 탈이온수 용액 25 C,https://assets.greenbook.net/15-11-17-31-03-2017-mpCCN001.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 타제품 완제품 SDS,Y,N,Y,N,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX444,Silent,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D4 pH 비지배 성분 대입,참고값 기각 - 귀속 불성립,D4 pH 비지배 성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D4 pH 비지배 성분 대입
MIX449,Shelter Island Plus,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,liquid,근거 확보 실패,검색결과 없음,근거 확보 실패,검색결과 없음,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 검색결과 없음
MIX451,SP5411,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: 없음 - 제품 SDS 미확보,근거 확보 실패,출처: 없음 - 제품 SDS 미확보,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 없음 - 제품 SDS 미확보
MIX457,TC 218,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: 확인시도 - 주성분 Cyfluthrin 참고문서 pH: NE(값 없음),근거 확보 실패,출처: 확인시도 - 주성분 Cyfluthrin 참고문서 pH: NE(값 없음),N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 확인시도 - 주성분 Cyfluthrin 참고문서 pH: NE(값 없음)
MIX459,TC 240,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX461,TC 246,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX463,TC 249,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,crystalline_solid,참고값 기각 - 귀속 불성립,D4 pH 비지배 성분 대입,참고값 기각 - 귀속 불성립,D4 pH 비지배 성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D4 pH 비지배 성분 대입
MIX464,TC 281,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D4 pH 비지배 성분 대입,참고값 기각 - 귀속 불성립,D4 pH 비지배 성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D4 pH 비지배 성분 대입
MIX465,TC-317,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,"main_ingredient 필드 오류: 무기 충전재(Cement)가 잘못 주성분으로 선택됨, 실제 유일 활성성분은 Triticonazole(10.5%)",근거 확보 실패,"main_ingredient 필드 오류: 무기 충전재(Cement)가 잘못 주성분으로 선택됨, 실제 유일 활성성분은 Triticonazole(10.5%)",N,N,N,N,보류,"확보값 없음 · 근거 확보 실패 · main_ingredient 필드 오류: 무기 충전재(Cement)가 잘못 주성분으로 선택됨, 실제 유일 활성성분은 Triticonazole(10.5%)"
MIX467,TC-320,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX473,Techfilter,SL,제형코드시트.추출정보(팀원기입),,Y,7.7 (50/50 Aqueous),7.7,7.7,7.7,단일,기타,50/50 수용액,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Trifluralin_10G_MSDS4.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 타제품 완제품 SDS,N,N,N,Y,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX475,Terbuthylazine,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,https://www.chemblink.com/MSDSFiles/5915-41-3Sigma-Aldrich.pdf,,,해당없음(v5 ph_best 결측),Y,solid,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 SDS
MIX479,Sumione,SL,제형코드시트.추출정보(팀원기입),,Y,"5.24 at 1% aqueous solution, 25 C",5.24,5.24,5.24,단일,1%수용액,1% 수용액 25 C,https://pubchem.ncbi.nlm.nih.gov/compound/5282227,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 활성성분 고유 물성,출처: 원제 DB,N,N,N,N,보류,참고값 - 활성성분 고유 물성 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX48,Metaflumizone(88.7%),SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,미기재,https://file.medchemexpress.com/batch_PDF/HY-116448/Metaflumizone-SDS-MedChemExpress.pdf,,,해당없음(v5 ph_best 결측),Y,solid,정보없음 - 문서상 pH 미기재,출처: 원제 DB,정보없음 - 문서상 pH 미기재,출처: 원제 DB,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 DB
MIX480,The Andersons 3-Way Snowmold,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX482,Superfine Wettable Sulphur,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,https://assets.greenbook.net/15-26-14-18-12-2018-Wettable_Sulphur_MSDS1.pdf,,,해당없음(v5 ph_best 결측),Y,powder,정보없음 - 문서상 pH 미기재,출처: 유통사 SDS 아카이브,정보없음 - 문서상 pH 미기재,출처: 유통사 SDS 아카이브,Y,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 유통사 SDS 아카이브
MIX484,Thiabendazole MF,SL,제형코드시트.추출정보(팀원기입),,Y,4.5 - 5.5,4.5-5.5,4.5,5.5,범위,원액,원액,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Thiabendazole_4L_ST1_MSDS.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,Y,N,N,N,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX486,SVP8,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: PPDB 검토,근거 확보 실패,출처: PPDB 검토,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: PPDB 검토
MIX492,SYN 1219 Herbicide,SL,제형코드시트.추출정보(팀원기입),,Y,4.4,4.4,4.4,4.4,단일,원액,원액,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Glyphosate_4_MSDS1i.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 제조사 SDS,N,N,N,N,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX503,Touchdown Diquat Home and Garden Concentrate,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX506,TPTH,SL,제형코드시트.추출정보(팀원기입),,Y,5.39 at 1% aqueous solution,5.39,5.39,5.39,단일,1%수용액,1% 수용액,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Sipcam_TPTH_4L_MSDS7.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,solid,,,동일제품 동의어 SDS 확인,출처: 제조사 SDS,Y,N,N,N,조건부,제품 귀속 주장이나 메모가 제품명 불일치 자인(문서 표제 TPTH 4L) + 측정조건 1% 수용액
MIX51,ARY 0452-110 Herbicide,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,참고값 기각 - 귀속 불성립,D1 미지배성분 대입,N,N,N,Y,보류,확보값 없음 · 참고값 기각 - 귀속 불성립 · D1 미지배성분 대입
MIX513,Trifloxysulfuron-sodium,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,https://www.chemicalbook.com/msds/trifloxysulfuron-sodium.pdf,,,해당없음(v5 ph_best 결측),Y,,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,정보없음 - 문서상 pH 미기재,출처: 원제 SDS,N,N,N,N,보류,확보값 없음 · 정보없음 - 문서상 pH 미기재 · 출처: 원제 SDS
MIX517,VCP-01,SL,제형코드시트.추출정보(팀원기입),,Y,5.8 - 6.2 at 1% dispersion,5.8-6.2,5.8,6.2,범위,1%수용액,1% 분산액,https://www.domyown.com/msds/Bifenthrin_IT_7.9_F_MSDS2_.pdf,해당없음,해당없음,해당없음(v5 ph_best 결측),Y,,,,참고값 - 동일 제품 아님,출처: 타제품 완제품 SDS,Y,N,N,N,보류,참고값 - 동일 제품 아님 - 제품 자체 pH 아님(성분/타제품 참고값)
MIX518,Troysan 680,SL,제형코드시트.추출정보(팀원기입),,Y,,,,,,,,,,,해당없음(v5 ph_best 결측),Y,,근거 확보 실패,출처: 없음 - 제품 SDS 미확인,근거 확보 실패,출처: 없음 - 제품 SDS 미확인,N,N,N,N,보류,확보값 없음 · 근거 확보 실패 · 출처: 없음 - 제품 SDS 미확인
